mets,metNames,metHMDB,metKeggID,metEHMNID,metFormulas,metCHEBIID,metPubChemID,metHepatoNetID,metInchiString,metCharge,b,c
glutcoa[m],glutaryl-CoA(5-),HMDB01339,C00527,C00527,C26H37N7O19P3S,15524,439252,HC00411,"'InChI=1S/C26H42N7O19P3S/c1-26(2,21(39)24(40)29-7-6-15(34)28-8-9-56-17(37)5-3-4-16(35)36)11-49-55(46,47)52-54(44,45)48-10-14-20(51-53(41,42)43)19(38)25(50-14)33-13-32-18-22(27)30-12-31-23(18)33/h12-14,19-21,25,38-39H,3-11H2,1-2H3,(H,28,34)(H,29,40)(H,35,36)(H,44,45)(H,46,47)(H2,27,30,31)(H2,41,42,43)/p-5/t14-,19-,20-,21+,25-/m1/s1",,0,0
nadh[m],Nicotinamide adenine dinucleotide - reduced,HMDB01487,C00004,C00004,C21H27N7O14P2,16908,439153,HC00014,"'InChI=1S/C21H29N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1,3-4,7-8,10-11,13-16,20-21,29-32H,2,5-6H2,(H2,23,33)(H,34,35)(H,36,37)(H2,22,24,25)/p-2/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1",,0,0
2oxoadp[c],2-oxoadipate(2-),HMDB00225,C00322,C00322,C6H6O5,15753,,HC00273,"InChI=1S/C6H8O5/c7-4(6(10)11)2-1-3-5(8)9/h1-3H2,(H,8,9)(H,10,11)/p-2",,0,0
34dhmald[c],"3,4-Dihydroxymandelaldehyde",HMDB06242,C05577,C05577,C8H8O4,27852,151725,HC01514,"InChI=1/C8H8O4/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-4,8,10-12H",,0,0
34dhoxpeg[c],"3,4-Dihydroxyphenylethyleneglycol",HMDB00318,C05576,C05576,C8H10O4,1387,91528,,"InChI=1/C8H10O4/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8-12H,4H2",,0,0
34dhoxpeg[e],"3,4-Dihydroxyphenylethyleneglycol",HMDB00318,C05576,C05576,C8H10O4,1387,91528,,"InChI=1/C8H10O4/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8-12H,4H2",,0,0
34dhpha[c],"(3,4-dihydroxyphenyl)acetate",HMDB01336,C01161,C01161,C8H7O4,41941,,,"'InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)/p-1",,0,0
amet[c],S-Adenosyl-L-methionine,HMDB01185,C00019,C00019,C15H23N6O5S,15414,34756,HC00029,"'InChI=1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/p+1/t7-,8+,10+,11+,14+,27?/m0/s1",,0,0
ahcys[c],S-Adenosyl-L-homocysteine,HMDB00939,C00021,C00021,C14H20N6O5S,16680,439155,HC00031,"'InChI=1S/C14H20N6O5S/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1",,0,0
homoval[c],Homovanillate,HMDB00118,C05582,C05582,C9H9O4,545959,1738,HC01519,"'InChI=1S/C9H10O4/c1-13-8-4-6(5-9(11)12)2-3-7(8)10/h2-4,10H,5H2,1H3,(H,11,12)",,0,0
34dhphe[e],L-dopa,HMDB00181,C00355,,C9H11NO4,15765,,,"'InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",,0,0
34dhphe[c],L-dopa,HMDB00181,C00355,,C9H11NO4,15765,,,"'InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",,0,0
34dhpac[c],"3,4-Dihydroxyphenylacetaldehyde",HMDB03791,C04043,C04043,C8H8O3,27978,,,"InChI=1S/C8H8O3/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,4-5,10-11H,3H2",,0,0
34dhoxmand[c],"3,4-Dihydroxymandelate",HMDB01866,C05580,C05580,C8H7O5,27637,85782,HC01517,"'InChI=1S/C8H8O5/c9-5-2-1-4(3-6(5)10)7(11)8(12)13/h1-3,7,9-11H,(H,12,13)/p-1",,0,0
34hpp[m],3-(4-hydroxyphenyl)pyruvate,HMDB00707,C01179,C01179,C9H7O4,15999,979,HC00699,"'InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)/p-1",,0,0
34hpl[m],3-(4-hydroxyphenyl)lactate,HMDB00755,C03672,,C9H9O4,17385,,,"'InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)/p-1",,0,0
34hpp[c],3-(4-hydroxyphenyl)pyruvate,HMDB00707,C01179,C01179,C9H7O4,15999,979,HC00699,"'InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)/p-1",,0,0
co2[c],carbon dioxide,HMDB01967,C00011,,CO2,16526,280,,InChI=1S/CO2/c2-1-3,,0,0
hgentis[c],homogentisate,HMDB00130,C00544,C00544,C8H7O4,44747,780,HC00423,"'InChI=1S/C8H8O4/c9-6-1-2-7(10)5(3-6)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)/p-1",,0,0
35cgmp[c],"3',5'-cyclic GMP(1-)",HMDB01314,C00942,C00942,C10H11N5O7P,16356,24316,HC00592,"'InChI=1S/C10H12N5O7P/c11-10-13-7-4(8(17)14-10)12-2-15(7)9-5(16)6-3(21-9)1-20-23(18,19)22-6/h2-3,5-6,9,16H,1H2,(H,18,19)(H3,11,13,14,17)/p-1/t3-,5-,6-,9-/m1/s1",,0,0
35cgmp[n],"3',5'-cyclic GMP(1-)",HMDB01314,C00942,C00942,C10H11N5O7P,16356,24316,HC00592,"'InChI=1S/C10H12N5O7P/c11-10-13-7-4(8(17)14-10)12-2-15(7)9-5(16)6-3(21-9)1-20-23(18,19)22-6/h2-3,5-6,9,16H,1H2,(H,18,19)(H3,11,13,14,17)/p-1/t3-,5-,6-,9-/m1/s1",,0,0
3aib[c],(S)-3-aminoisobutyric acid,HMDB02166,C03284,C03284,C4H9NO2,33094,,,"InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1",,0,0
3aib[e],(S)-3-aminoisobutyric acid,HMDB02166,C03284,C03284,C4H9NO2,33094,,,"InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1",,0,0
2mop[m],2-methyl-3-oxopropanoate,HMDB01172,C00349,C00349,C4H5O3,16256,296,HC00296,"InChI=1S/C4H6O3/c1-3(2-5)4(6)7/h2-3H,1H3,(H,6,7)/p-1",,0,0
glu_L[m],L-glutamate(1-),HMDB00148,C00025,C00025,C5H8NO4,16015,33032,HC00034,"'InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/p-1/t3-/m0/s1",,0,0
3aib[m],(S)-3-aminoisobutyric acid,HMDB02166,C03284,C03284,C4H9NO2,33094,,,"InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)/t3-/m0/s1",,0,0
3dphb[m],3-Decaprenyl-4-hydroxybenzoate,HMDB06251,,,C57H85O3,64136,,,"'InChI=1/C57H86O3/c1-44(2)21-12-22-45(3)23-13-24-46(4)25-14-26-47(5)27-15-28-48(6)29-16-30-49(7)31-17-32-50(8)33-18-34-51(9)35-19-36-52(10)37-20-38-53(11)39-40-54-43-55(57(59)60)41-42-56(54)58/h21,23,25,27,29,31,33,35,37,39,41-43,58H,12-20,22,24,26,28,30,32,34,36,38,40H2,1-11H3,(H,59,60)/b45-23+,46-25+,47-27+,48-29+,49-31+,50-33+,51-35+,52-37+,53-39+",,0,0
3dpdhb[m],"3-Decaprenyl-4,5-dihdydroxybenzoate",,,,C57H85O4,50775,,,"'InChI=1S/C57H86O4/c1-43(2)21-12-22-44(3)23-13-24-45(4)25-14-26-46(5)27-15-28-47(6)29-16-30-48(7)31-17-32-49(8)33-18-34-50(9)35-19-36-51(10)37-20-38-52(11)39-40-53-41-54(57(60)61)42-55(58)56(53)59/h21,23,25,27,29,31,33,35,37,39,41-42,58-59H,12-20,22,24,26,28,30,32,34,36,38,40H2,1-11H3,(H,60,61)/p-1/b44-23+,45-25+,46-27+,47-29+,48-31+,49-33+,50-35+,51-37+,52-39+",,0,0
3dsphgn[c],(2S)-1-hydroxy-3-oxooctadecan-2-aminium,HMDB01480,C02934,C02934,C18H38NO2,17862,,HC01019,"'InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17,20H,2-16,19H2,1H3/p+1/t17-/m0/s1",,0,0
sphgn[c],sphinganine(1+),HMDB00269,C00836,C00836,C18H40NO2,16566,91486,HC00556,"'InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3/p+1/t17-,18+/m0/s1",,0,0
3hanthrn[c],3-hydroxyanthranilate,HMDB01476,C00632,C00632,C7H7NO3,15793,,HC00464,"InChI=1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)",,0,0
cmusa[c],"cis,cis-2-amino-3-(3-oxoprop-1-enyl)but-2-enedioate",HMDB01330,C04409,C04409,C7H6NO5,995,5280673,HC01288,"'InChI=1S/C7H7NO5/c8-5(7(12)13)4(6(10)11)2-1-3-9/h1-3H,8H2,(H,10,11)(H,12,13)/p-2/b2-1-,5-4-",,0,0
b2coa[m],crotonoyl-CoA(4-),HMDB02009,C00877,C00877,C25H36N7O17P3S,57332,5280381,HC00572,"'InChI=1S/C25H40N7O17P3S/c1-4-5-16(34)53-9-8-27-15(33)6-7-28-23(37)20(36)25(2,3)11-46-52(43,44)49-51(41,42)45-10-14-19(48-50(38,39)40)18(35)24(47-14)32-13-31-17-21(26)29-12-30-22(17)32/h4-5,12-14,18-20,24,35-36H,6-11H2,1-3H3,(H,27,33)(H,28,37)(H,41,42)(H,43,44)(H2,26,29,30)(H2,38,39,40)/p-4/b5-4+/t14-,18-,19-,20+,24-/m1/s1",,0,0
3hbcoa_R[m],(R)-3-hydroxybutanoyl-CoA(4-),HMDB01166,C03561,,C25H38N7O18P3S,15452,11966146,,"'InChI=1S/C25H42N7O18P3S/c1-13(33)8-16(35)54-7-6-27-15(34)4-5-28-23(38)20(37)25(2,3)10-47-53(44,45)50-52(42,43)46-9-14-19(49-51(39,40)41)18(36)24(48-14)32-12-31-17-21(26)29-11-30-22(17)32/h11-14,18-20,24,33,36-37H,4-10H2,1-3H3,(H,27,34)(H,28,38)(H,42,43)(H,44,45)(H2,26,29,30)(H2,39,40,41)/p-4/t13-,14-,18-,19-,20+,24-/m1/s1",,0,0
3hibutcoa[m],(S)-3-Hydroxyisobutyryl-CoA,HMDB01052,C06000,C06000,C25H38N7O18P3S,28259,,,"'InChI=1S/C25H42N7O18P3S/c1-13(8-33)24(38)54-7-6-27-15(34)4-5-28-22(37)19(36)25(2,3)10-47-53(44,45)50-52(42,43)46-9-14-18(49-51(39,40)41)17(35)23(48-14)32-12-31-16-20(26)29-11-30-21(16)32/h11-14,17-19,23,33,35-36H,4-10H2,1-3H3,(H,27,34)(H,28,37)(H,42,43)(H,44,45)(H2,26,29,30)(H2,39,40,41)/p-4/t13-,14+,17+,18+,19-,23+/m0/s1",,0,0
3hmp[m],3-hydroxy-2-methylpropanoate,HMDB00023,C06001,C01188,C4H7O3,37373,,HC00705,"InChI=1S/C4H8O3/c1-3(2-5)4(6)7/h3,5H,2H2,1H3,(H,6,7)/p-1",,0,0
hLkynr[c],3-hydroxy-L-kynurenine,HMDB11631,C03227,C03227,C10H12N2O4,17380,11811,HC01079,"'InChI=1S/C10H12N2O4/c11-6(10(15)16)4-8(14)5-2-1-3-7(13)9(5)12/h1-3,6,13H,4,11-12H2,(H,15,16)/t6-/m0/s1",,0,0
42A3HP24DB[c],"4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate",HMDB04083,C05645,C05645,C10H8NO5,,440741,HC01547,"'InChI=1/C10H9NO5/c11-9-5(2-1-3-6(9)12)7(13)4-8(14)10(15)16/h1-3,12H,4,11H2,(H,15,16)",,0,0
glu_L[c],L-glutamate(1-),HMDB00148,C00025,C00025,C5H8NO4,16015,33032,HC00034,"'InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/p-1/t3-/m0/s1",,0,0
dopa[c],dopaminium(1+),HMDB00073,C03758,C03758,C8H12NO2,18243,681,HC01175,"InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2/p+1",,0,0
3hpcoa[c],3-hydroxypropanoyl-CoA(4-),HMDB06807,C05668,C05668,C24H36N7O18P3S,27762,440753,HC01557,"'InChI=1S/C24H40N7O18P3S/c1-24(2,19(36)22(37)27-5-3-14(33)26-6-8-53-15(34)4-7-32)10-46-52(43,44)49-51(41,42)45-9-13-18(48-50(38,39)40)17(35)23(47-13)31-12-30-16-20(25)28-11-29-21(16)31/h11-13,17-19,23,32,35-36H,3-10H2,1-2H3,(H,26,33)(H,27,37)(H,41,42)(H,43,44)(H2,25,28,29)(H2,38,39,40)/p-4/t13-,17-,18-,19+,23-/m1/s1",,0,0
3hpp[c],3-hydroxypropionate,HMDB00700,C01013,C01013,C3H5O3,33404,68152,HC00625,"InChI=1S/C3H6O3/c4-2-1-3(5)6/h4H,1-2H2,(H,5,6)/p-1",,0,0
coa[c],Coenzyme A,HMDB01423,C00010,,C21H32N7O16P3S,15346,6816,,"'InChI=1S/C21H36N7O16P3S/c1-21(2,16(31)19(32)24-4-3-12(29)23-5-6-48)8-41-47(38,39)44-46(36,37)40-7-11-15(43-45(33,34)35)14(30)20(42-11)28-10-27-13-17(22)25-9-26-18(13)28/h9-11,14-16,20,30-31,48H,3-8H2,1-2H3,(H,23,29)(H,24,32)(H,36,37)(H,38,39)(H2,22,25,26)(H2,33,34,35)/p-4/t11-,14-,15-,16+,20-/m1/s1",,0,0
msa[c],3-oxopropanoate,HMDB11111,C00222,C00222,C3H3O3,17960,868,HC00203,"InChI=1S/C3H4O3/c4-2-1-3(5)6/h2H,1H2,(H,5,6)/p-1",,0,0
3hxkynam[c],3-Hydroxykynurenamine,,C05636,C05636,C9H13N2O2,,440736,,"InChI=1/C9H12N2O2/c10-5-4-7(12)6-2-1-3-8(13)9(6)11/h1-3,13H,4-5,10-11H2",,0,0
48dhoxquin[c],"quinoline-4,8-diol",,C05637,C05637,C9H7NO2,28883,440737,,"InChI=1S/C9H7NO2/c11-7-4-5-10-9-6(7)2-1-3-8(9)12/h1-5,12H,(H,10,11)",,0,0
3mox4hpac[c],(4-hydroxy-3-methoxyphenyl)acetaldehyde,HMDB05175,C05581,C05581,C9H10O3,28111,151276,HC01518,"InChI=1S/C9H10O3/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,5-6,11H,4H2,1H3",,0,0
3mlda[c],3-Methylimidazoleacetic acid,HMDB02820,C05828,C05828,C6H7N2O2,1606,75810,,"InChI=1/C6H8N2O2/c1-8-3-5(7-4-8)2-6(9)10/h3-4H,2H2,1H3,(H,9,10)",,0,0
3mlda[e],3-Methylimidazoleacetic acid,HMDB02820,C05828,C05828,C6H7N2O2,1606,75810,,"InChI=1/C6H8N2O2/c1-8-3-5(7-4-8)2-6(9)10/h3-4H,2H2,1H3,(H,9,10)",,0,0
3mob[c],3-methyl-2-oxobutanoate,HMDB00019,C00141,C00141,C5H7O3,16530,49,HC00139,"InChI=1S/C5H8O3/c1-3(2)4(6)5(7)8/h3H,1-2H3,(H,7,8)/p-1",,0,0
3mob[m],3-methyl-2-oxobutanoate,HMDB00019,C00141,C00141,C5H7O3,16530,49,HC00139,"InChI=1S/C5H8O3/c1-3(2)4(6)5(7)8/h3H,1-2H3,(H,7,8)/p-1",,0,0
3mop[c],3-methyl-2-oxopentanoate,HMDB00491,C03465,C00671,C6H9O3,35932,47,HC01123,"InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)/p-1",,0,0
3mop[m],3-methyl-2-oxopentanoate,HMDB00491,C03465,C00671,C6H9O3,35932,47,HC01123,"InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)/p-1",,0,0
3m4hpga[c],3-Methoxy-4-hydroxyphenylglycolaldehyde,HMDB04061,C05583,C05583,C9H10O4,,440729,HC01520,"InChI=1/C9H10O4/c1-13-9-4-6(8(12)5-10)2-3-7(9)11/h2-5,8,11-12H,1H3",,0,0
3mox4hoxm[c],3-Methoxy-4-hydroxymandelate,HMDB00291,C05584,C05584,C9H9O5,20106,1245,HC01521,"'InChI=1S/C9H10O5/c1-14-7-4-5(2-3-6(7)10)8(11)9(12)13/h2-4,8,10-11H,1H3,(H,12,13)/p-1",,0,0
3moxtyr[c],3-Methoxytyramine,HMDB00022,C05587,C05587,C9H14NO2,742324,1669,,"InChI=1/C9H13NO2/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,6,11H,4-5,10H2,1H3",,0,0
3amp[l],3'-AMP(2-),HMDB03540,C01367,,C10H12N5O7P,28931,,,"'InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(17)7(4(1-16)21-10)22-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1",,0,0
h2o[l],Water,HMDB02111,C00001,C00001,H2O,15377,962,HC00011,InChI=1S/H2O/h1H2,,0,0
adn[l],Adenosine,HMDB00050,C00212,C00212,C10H13N5O4,16335,60961,HC00196,"'InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1",,0,0
pi[l],hydrogenphosphate,HMDB00973,C00009,C00009,HO4P,43474,1004,HC00019,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)/p-2",,0,0
3sala[m],3-Sulfino-L-alanine,HMDB00996,C00606,C00606,C3H5NO4S,16345,28167170,HC00451,"'InChI=1S/C3H7NO4S/c4-2(3(5)6)1-9(7)8/h2H,1,4H2,(H,5,6)(H,7,8)/p-2/t2-/m0/s1",,0,0
asp_L[c],L-aspartate(1-),HMDB00191,C00049,,C4H6NO4,17053,5960,HC00055,"'InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/p-1/t2-/m0/s1",,0,0
3sala[c],3-Sulfino-L-alanine,HMDB00996,C00606,C00606,C3H5NO4S,16345,28167170,HC00451,"'InChI=1S/C3H7NO4S/c4-2(3(5)6)1-9(7)8/h2H,1,4H2,(H,5,6)(H,7,8)/p-2/t2-/m0/s1",,0,0
asp_L[m],L-aspartate(1-),HMDB00191,C00049,,C4H6NO4,17053,5960,HC00055,"'InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/p-1/t2-/m0/s1",,0,0
hyptaur[c],Hypotaurine,HMDB00965,C00519,C00519,C2H7NO2S,16668,107812,HC00406,"InChI=1S/C2H7NO2S/c3-1-2-6(4)5/h1-3H2,(H,4,5)",,0,0
3snpyr[c],3-Sulfinopyruvate,HMDB02332,C05527,C05527,C3H2O5S,1665,,,"InChI=1S/C3H4O5S/c4-2(3(5)6)1-9(7)8/h1H2,(H,5,6)(H,7,8)",,0,0
3snpyr[m],3-Sulfinopyruvate,HMDB02332,C05527,C05527,C3H2O5S,1665,,,"InChI=1S/C3H4O5S/c4-2(3(5)6)1-9(7)8/h1H2,(H,5,6)(H,7,8)",,0,0
so3[c],Sulfite,HMDB00240,C00094,C00094,O3S,48854,1100,HC00096,"InChI=1S/H2O3S/c1-4(2)3/h(H2,1,2,3)/p-2",,0,0
pyr[m],pyruvate,HMDB00243,C00022,C00022,C3H3O3,32816,1060,HC00032,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)/p-1",,0,0
so3[m],Sulfite,HMDB00240,C00094,C00094,O3S,48854,1100,HC00096,"InChI=1S/H2O3S/c1-4(2)3/h(H2,1,2,3)/p-2",,0,0
adrnl[c],Adrenaline,HMDB00068,C00788,C00788,C9H14NO3,28918,838,,"InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3",,0,0
mma[c],methylammonium,HMDB00164,C00218,C00218,C1H6N,16830,6329,,"InChI=1S/CH5N/c1-2/h2H2,1H3/p+1",,0,0
nrpphr[c],Norepinephrine,HMDB00216,C00547,C00547,C8H12NO3,18357,439260,HC00426,"InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2",,0,0
4abut[c],4-Aminobutanoate,HMDB00112,C00334,,C4H9NO2,16865,119,,"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)",,0,0
4abut[m],4-Aminobutanoate,HMDB00112,C00334,C00334,C4H9NO2,16865,119,HC00284,"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)",,0,0
coucoa[m],4-coumaroyl-CoA(4-),,C00223,,C30H38N7O18P3S1,57355,147899,,"'InChI=1S/C30H42N7O18P3S/c1-30(2,25(42)28(43)33-10-9-20(39)32-11-12-59-21(40)8-5-17-3-6-18(38)7-4-17)14-52-58(49,50)55-57(47,48)51-13-19-24(54-56(44,45)46)23(41)29(53-19)37-16-36-22-26(31)34-15-35-27(22)37/h3-8,15-16,19,23-25,29,38,41-42H,9-14H2,1-2H3,(H,32,39)(H,33,43)(H,47,48)(H,49,50)(H2,31,34,35)(H2,44,45,46)/p-4/t19-,23-,24-,25+,29-/m1/s1",,0,0
4hbzcoa[m],4-hydroxybenoyl-CoA,HMDB06467,C02949,,C28H36N7O18P3S,,,,"'InChI=1/C28H40N7O18P3S/c1-28(2,22(39)25(40)31-8-7-18(37)30-9-10-57-27(41)15-3-5-16(36)6-4-15)12-50-56(47,48)53-55(45,46)49-11-17-21(52-54(42,43)44)20(38)26(51-17)35-14-34-19-23(29)32-13-33-24(19)35/h3-6,13-14,17,20-22,26,36,38-39H,7-12H2,1-2H3,(H,30,37)(H,31,40)(H,45,46)(H,47,48)(H2,29,32,33)(H2,42,43,44)/t17-,20?,21-,22+,26-/m1/s1",,0,0
accoa[m],Acetyl-CoA,HMDB01206,C00024,C00024,C23H34N7O17P3S,15351,444493,HC00033,"'InChI=1S/C23H38N7O17P3S/c1-12(31)51-7-6-25-14(32)4-5-26-21(35)18(34)23(2,3)9-44-50(41,42)47-49(39,40)43-8-13-17(46-48(36,37)38)16(33)22(45-13)30-11-29-15-19(24)27-10-28-20(15)30/h10-11,13,16-18,22,33-34H,4-9H2,1-3H3,(H,25,32)(H,26,35)(H,39,40)(H,41,42)(H2,24,27,28)(H2,36,37,38)/p-4/t13-,16-,17-,18+,22-/m1/s1",,0,0
4hbz[m],4-hydroxybenzoate,HMDB00500,C00156,,C7H5O3,30763,,,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)/p-1",,0,0
4hdebrisoquine[e],4 hydroxy debrisoquine,HMDB06468,,,C10H14N3O,63800,,,"'InChI=1/C10H13N3O/c11-10(12)13-5-7-3-1-2-4-8(7)9(14)6-13/h1-4,9,14H,5-6H2,(H3,11,12)",,0,0
4hdebrisoquine[c],4 hydroxy debrisoquine,HMDB06468,,,C10H14N3O,63800,,,"'InChI=1/C10H13N3O/c11-10(12)13-5-7-3-1-2-4-8(7)9(14)6-13/h1-4,9,14H,5-6H2,(H3,11,12)",,0,0
4hglusa[m],L-4-hydroxyglutamic semialdehyde,HMDB06556,C05938,C05938,C5H9NO4,27809,,,"'InChI=1S/C5H9NO4/c6-4(5(9)10)1-3(8)2-7/h2-4,8H,1,6H2,(H,9,10)/t3-,4+/m1/s1",,0,0
e4hglu[m],erythro-4-hydroxy-L-glutamate(1-),HMDB02273,C05947,C05947,C5H8NO5,16338,440854,HC01663,"'InChI=1S/C5H9NO5/c6-2(4(8)9)1-3(7)5(10)11/h2-3,7H,1,6H2,(H,8,9)(H,10,11)/p-1/t2-,3+/m0/s1",,0,0
4hoxpacd[c],(4-hydroxyphenyl)acetaldehyde,HMDB03767,C03765,C03765,C8H8O2,15621,440113,,"InChI=1S/C8H8O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,6,10H,5H2",,0,0
4hphac[c],4-hydroxyphenylacetate,HMDB00020,C00642,C00642,C8H7O3,18101,127,,"InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)/p-1",,0,0
4mop[c],4-methyl-2-oxopentanoate,HMDB00695,C00233,C00233,C6H9O3,48430,70,HC00211,"InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)/p-1",,0,0
4mop[m],4-methyl-2-oxopentanoate,HMDB00695,C00233,C00233,C6H9O3,48430,70,HC00211,"InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)/p-1",,0,0
4mptnl[c],4-methylpentanal,HMDB01318,C02373,C02373,C6H12O,17998,,,"InChI=1S/C6H12O/c1-6(2)4-3-5-7/h5-6H,3-4H2,1-2H3",,0,0
4mptnl[e],4-methylpentanal,HMDB01318,C02373,C02373,C6H12O,17998,,,"InChI=1S/C6H12O/c1-6(2)4-3-5-7/h5-6H,3-4H2,1-2H3",,0,0
4mptnl[m],4-methylpentanal,HMDB01318,C02373,C02373,C6H12O,17998,,,"InChI=1S/C6H12O/c1-6(2)4-3-5-7/h5-6H,3-4H2,1-2H3",,0,0
4mptnl[r],4-methylpentanal,HMDB01318,C02373,C02373,C6H12O,17998,,,"InChI=1S/C6H12O/c1-6(2)4-3-5-7/h5-6H,3-4H2,1-2H3",,0,0
4mtolbutamide[e],4 hydroxy tolbutamide,HMDB06408,,,C12H18N2O4S,63799,,,"'InChI=1/C12H18N2O4S/c1-2-3-8-13-12(16)14-19(17,18)11-6-4-10(9-15)5-7-11/h4-7,15H,2-3,8-9H2,1H3,(H2,13,14,16)",,0,0
4mtolbutamide[c],4 hydroxy tolbutamide,HMDB06408,,,C12H18N2O4S,63799,,,"'InChI=1/C12H18N2O4S/c1-2-3-8-13-12(16)14-19(17,18)11-6-4-10(9-15)5-7-11/h4-7,15H,2-3,8-9H2,1H3,(H2,13,14,16)",,0,0
4nphsf[e],4-Nitrophenyl sulfate,HMDB06492,,,C6H4NO6S,35422,,,"InChI=1S/C6H5NO6S/c8-7(9)5-1-3-6(4-2-5)13-14(10,11)12/h1-4H,(H,10,11,12)",,0,0
