name,main_class,sub_class,sys_name,synonyms,pubchem_cid,exactmass,formula,inchi_key,MW_regno
Glycolaldehyde,Aldehydes,Short-chain aldehydes,2-hydroxyacetaldehyde,"Glycolaldehyde; 2-hydroxyacetaldehyde; glycolaldehyde; hydroxyacetaldehyde; Glycolic aldehyde; Glycollaldehyde; Diose; Methylol formaldehyde; GLYCOALDEHYDE; Monomethylolformaldehyde; Acetaldehyde, hydroxy-; 2-Hydroxyacetaldehyde; Acetaldehyde, 2-hydroxy-",756,60.02113,C2H4O2,WGCNASOHLSPBMP-UHFFFAOYSA-N,38299
Glyoxal,Aldehydes,Short-chain aldehydes,ethanedial,"Glyoxal; ethanedial; glyoxal; GLYOXAL; Ethanedial; Oxalaldehyde; oxaldehyde; 1,2-Ethanedione; Glyoxylaldehyde; Biformal; Biformyl; Diformal; Ethanedial; Oxalaldehyde",7860,58.00548,C2H2O2,LEQAOMBKQFMDFZ-UHFFFAOYSA-N,49839
Pyrophosphate,Alkali metal pyrophosphates,Alkali metal pyrophosphates,disodium;[hydroxy(oxido)phosphoryl] hydrogen phosphate,"Pyrophosphate; disodium;[hydroxy(oxido)phosphoryl] hydrogen phosphate; AGN-PC-0LVBZF; disodium phosphono phosphate; disodium;phosphono phosphate; AC1OA81S; CTK2H7200; Disodium diphosphate; Disodium dihydrogen pyrophosphate; SAPP; Diphosphoric acid, disodium salt; P",644102,221.907121,O7Na2P2H2,GYQBBRRVRKFJRG-UHFFFAOYSA-L,71530
(R)-nicotine,Alkaloids and derivatives,Alkaloids and derivatives,3-[(2R)-1-methylpyrrolidin-2-yl]pyridine,(R)-nicotine; 3-[(2R)-1-methylpyrrolidin-2-yl]pyridine; (+)-nicotine;(R)-3-(1-methyl-2-pyrrolidinyl)pyridine;d-nicotine;pseudonicotine; D-Nicotine; (+)-Nicotine; Pseudonicotine; 2'-beta-H-Nicotine; (R)-3-(1-Methyl-2-pyrrolidinyl)pyridine; (R)-nicotine; nicotine; C,157672,162.115698,C10H14N2,SNICXCGAKADSCV-SNVBAGLBSA-N,56181
Arecoline,Alkaloids and derivatives,Alkaloids and derivatives,"methyl 1-methyl-1,2,5,6-tetrahydropyridine-3-carboxylate","Arecoline; methyl 1-methyl-1,2,5,6-tetrahydropyridine-3-carboxylate; arecoline; Arecholine; Methylarecaidin; Arecaline; Methylarecaiden; Arecolin; Arekolin; Arecoline base; Arecaidine methyl ester; 3-Pyridinecarboxylic acid, 1,2,5,6-tetrahydro-1-methyl-, methyl est",2230,155.094629,C8H13NO2,HJJPJSXJAXAIPN-UHFFFAOYSA-N,44346
Cassine,Alkaloids and derivatives,Alkaloids and derivatives,"12-[(2S,5R,6R)-5-hydroxy-6-methyl-2-piperidyl]dodecan-2-one","Cassine; 12-[(2S,5R,6R)-5-hydroxy-6-methyl-2-piperidyl]dodecan-2-one; AC1Q5CI5; AC1L4W78",193405,297.266779,C18H35NO2,QPRMGHKASRLPJP-FGTMMUONSA-N,68384
Cotinine,Alkaloids and derivatives,Alkaloids and derivatives,1-methyl-5-(pyridin-3-yl)pyrrolidin-2-one,"Cotinine; 1-methyl-5-(pyridin-3-yl)pyrrolidin-2-one; 1-Methyl-5-(3-pyridinyl)-2-pyrrolidinone; S-(-)-Cotinine; CHEMBL664; (S)-Cotinine; 2-Pyrrolidinone, 1-methyl-5-(3-pyridinyl)-, (S)-; (S)-(-)-Cotinine; 1-methyl-5-(pyridin-3-yl)pyrrolidin-2-one; Cotinine [INN]; C",408,176.094963,C10H12N2O,UIKROCXWUNQSPJ-UHFFFAOYSA-N,37567
Cotinine N-oxide,Alkaloids and derivatives,Alkaloids and derivatives,3-[(2S)-1-methyl-5-oxopyrrolidin-2-yl]pyridin-1-ium-1-olate,,9815514,192.089878,C10H12N2O2,CIPULDKLIIVIER-VIFPVBQESA-N,37781
Elaeokanine C,Alkaloids and derivatives,Alkaloids and derivatives,"1-[(7S,8R,8aR)-7-hydroxy-1,2,3,5,6,7,8,8a-octahydroindolizin-8-yl]butan-1-one","Elaeokanine C; 1-[(7S,8R,8aR)-7-hydroxy-1,2,3,5,6,7,8,8a-octahydroindolizin-8-yl]butan-1-one; AC1L9DIT; C10592",442855,211.157229,C12H21NO2,JWTAWEGUCCQPAM-WEBCLNCGSA-N,69474
Guvacine,Alkaloids and derivatives,Alkaloids and derivatives,"1,2,3,6-tetrahydropyridine-5-carboxylic acid;hydrochloride",,11957555,163.04,C6H10NO2Cl,FGNUNVVTHHKDAM-UHFFFAOYSA-N,71887
Hygrine,Alkaloids and derivatives,Alkaloids and derivatives,1-[(2S)-1-methylpyrrolidin-2-yl]propan-2-one,(-)-Hygrine; (S)-hygrine; 1-[(2S)-1-methylpyrrolidin-2-yl]acetone,443144,141.115364,C8H15NO,ADKXZIOQKHHDNQ-QMMMGPOBSA-N,52801
Neurine,Alkaloids and derivatives,Alkaloids and derivatives,ethenyltrimethylazanium oxidanide,"Neurine; ethenyltrimethylazanium oxidanide; Vitaloid; NEURINE; Neirin; Neurin; Neirine; Vinyltrimethylammonium hydroxide; Trimethyl vinyl ammonium hydroxide; N,N,N-Trimethylethenaminium hydroxide; trimethylvinylammonium hydroxide; Trimethyl(vinyl)ammonium hydroxide",10042,103.099714,C5H13NO,NIPLIJLVGZCKMP-UHFFFAOYSA-M,44788
Nicotine,Alkaloids and derivatives,Alkaloids and derivatives,3-(1-methylpyrrolidin-2-yl)pyridine,"Nicotine; 3-(1-methylpyrrolidin-2-yl)pyridine; nicotine; 3-(1-methylpyrrolidin-2-yl)pyridine; Nikotin; (R,S)-Nicotine; Black leaf; Nicocide; Tendust; Nico-dust; Emo-nik; Nico-Fume; Pyridine, 3-[(2S)-1-methyl-2-pyrrolidinyl]-; 3-[(2S)-1-Methyl-2-pyrrolidinyl]pyridine",942,162.115698,C10H14N2,SNICXCGAKADSCV-UHFFFAOYSA-N,42592
N-Methylnicotinium,Alkaloids and derivatives,Alkaloids and derivatives,1-methyl-3-(1-methylpyrrolidin-2-yl)pyridin-1-ium,,430,177.139174,C11H17N2,HIOROZIUERMMRQ-UHFFFAOYSA-N,37546
Piperine,Alkaloids and derivatives,Alkaloids and derivatives,"(2E,4E)-5-(2H-1,3-benzodioxol-5-yl)-1-(piperidin-1-yl)penta-2,4-dien-1-one","Piperine; (2E,4E)-5-(2H-1,3-benzodioxol-5-yl)-1-(piperidin-1-yl)penta-2,4-dien-1-one; piperine; 1-Piperoylpiperidine; Piperin; Bioperine; Piperoylpiperidine; Piperine (aliphatic); UNII-U71XL721QK; CHEMBL43185; FEMA No. 2909; (2E,4E)-5-(1,3-Benzodioxol-5-yl)-1-(1-pi",638024,285.136494,C17H19NO3,MXXWOMGUGJBKIW-YPCIICBESA-N,43799
trans-3-hydroxycotinine,Alkaloids and derivatives,Alkaloids and derivatives,"(3R,5S)-3-hydroxy-1-methyl-5-(pyridin-3-yl)pyrrolidin-2-one",(3R-trans)-3-hydroxy-1-methyl-5-(3-pyridinyl)-2-Pyrrolidinone;3-Hydroxy-1-methyl-5-(3-pyridinyl)-2-pyrrolidinone;Hydroxycotinine;trans-3'-Hydroxycotinine,107963,192.089878,C10H12N2O2,XOKCJXZZNAUIQN-DTWKUNHWSA-N,65498
Trigonelline,Alkaloids and derivatives,Alkaloids and derivatives,1-methylpyridin-1-ium-3-carboxylate,"Trigonelline; 1-methylpyridin-1-ium-3-carboxylate; Trigonelline; Caffearine; Gynesine; N-Methylnicotinate; Trigenolline; Coffearin; Coffearine; Trigonellin; Betain nicotinate; Betaine nicotinate; Pyridinium, 3-carboxy-1-methyl-, inner salt; 1-Methyl-3-pyridiniumcarbo",5570,137.047679,C7H7NO2,WWNNZCOKKKDOPX-UHFFFAOYSA-N,37479
Tropinone,Alkaloids and derivatives,Alkaloids and derivatives,tropan-3-one,"(1R,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-one; 1alphaH,5alphaH-tropan-3-one; 3-tropinone; 8-methyl-8-azabicyclo[3.2.1]octan-3-one; N-methyl-8-azabicyclo[3.2.1]octan-3-one; Tropinon",446337,139.099714,C8H13NO,QQXLDOJGLXJCSE-KNVOCYPGSA-N,50585
Camptothecin,Alkaloids and derivatives,Camptothecins,"(4S)-4-ethyl-4-hydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione","Camptothecin; (4S)-4-ethyl-4-hydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione; (+)-camptothecin;(+)-camptothecine;(S)-(+)-camptothecin;20(S)-camptothecine;21,22-Secocamptothecin-21-oic acid lactone;CPT;Camptothecine;D-camptothecin",24360,348.111008,C20H16N2O4,VSJKWCGYPAHWDS-FQEVSTJZSA-N,51406
O-Desmethylquinidine,Alkaloids and derivatives,Cinchona alkaloids,4-[(R)-hydroxy-(5-vinylquinuclidin-2-yl)methyl]quinolin-6-ol,"O-Desmethylquinidine; 4-[(R)-hydroxy-(5-vinylquinuclidin-2-yl)methyl]quinolin-6-ol; O-Demethylquinidine; 6-Hydroxycinchonine; Cupreidine; O-Desmethylquinidine; GNF-Pf-1863; CINCHONAN-6',9-DIOL, (9S)-; AE-562/12222305; cinchonan-6',9-diol; AC1L1AMP; Oprea1_436403; Ci",51196,310.168128,C19H22N2O2,VJFMSYZSFUWQPZ-BXJNULTDSA-N,71540
Harmine,Alkaloids and derivatives,Harmala alkaloids,"7-methoxy-1-methyl-9H-pyrido[3,4-b]indole","Harmine; 7-methoxy-1-methyl-9H-pyrido[3,4-b]indole; HARMINE; Banisterine; 7-Methoxy-1-methyl-9H-pyrido[3,4-b]indole; Leucoharmine; Telepathine; Yageine; Yajeine; 7-Methoxy-1-methyl-9H-beta-carboline; 9H-Pyrido[3,4-b]indole, 7-methoxy-1-methyl-; 9H-Pyrido[3,4-b]indo",5280953,212.094963,C13H12N2O,BXNJHAXVSOCGBA-UHFFFAOYSA-N,44318
Tetrahydropentoxyline,Alkaloids and derivatives,Harmala alkaloids,"1-[(1S,2R,3S,4R)-1,2,3,4,5-pentahydroxypentyl]-2,3,4,9-tetrahydro-1H-$b-carboline-3-carboxylic acid","Tetrahydropentoxyline; 1-[(1S,2R,3S,4R)-1,2,3,4,5-pentahydroxypentyl]-2,3,4,9-tetrahydro-1H-$b-carboline-3-carboxylic acid; Tetrahydropentoxyline; AC1L4UQL; AC1Q5V3J; KST-1A2331; AR-1A6509; D-Arabinitol, 5-C-(3-carboxy-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indol-1",192669,366.142703,C17H22N2O7,LCHFAYIGHOVWSA-LEDUIRAGSA-N,71644
Buprenorphine,Alkaloids and derivatives,Morphinans,"(1S,2R,6S,14R,15R,16R)-3-(cyclopropylmethyl)-16-[(2S)-2-hydroxy-3,3-dimethylbutan-2-yl]-15-methoxy-13-oxa-3-azahexacyclo[13.2.2.1^{2,8}.0^{1,6}.0^{6,14}.0^{7,12}]icosa-7,9,11-trien-11-ol","Buprenorphine; (1S,2R,6S,14R,15R,16R)-3-(cyclopropylmethyl)-16-[(2S)-2-hydroxy-3,3-dimethylbutan-2-yl]-15-methoxy-13-oxa-3-azahexacyclo[13.2.2.1^{2,8}.0^{1,6}.0^{6,14}.0^{7,12}]icosa-7,9,11-trien-11-ol; buprenorphine; Buprenex; Temgesic; Subutex; Buprenorfina",644073,467.303559,C29H41NO4,RMRJXGBAOAMLHD-IHFGGWKQSA-N,43188
Hydromorphone,Alkaloids and derivatives,Morphinans,"(1S,5R,13R,17R)-10-hydroxy-4-methyl-12-oxa-4-azapentacyclo[9.6.1.0^{1,13}.0^{5,17}.0^{7,18}]octadeca-7(18),8,10-trien-14-one","Hydromorphone; (1S,5R,13R,17R)-10-hydroxy-4-methyl-12-oxa-4-azapentacyclo[9.6.1.0^{1,13}.0^{5,17}.0^{7,18}]octadeca-7(18),8,10-trien-14-one; hydromorphone; Dihydromorphinone; Dilaudid; Dimorphone; Idromorfone; Hydromorphon; Laudacon; DiMo; Dihydromorfinon; Hidromor",3648,285.136494,C17H19NO3,WVLOADHCBXTIJK-YNHQPCIGSA-N,42711
Nalorphine,Alkaloids and derivatives,Morphinans,"(4R,4aR,7S,7aR,12bS)-3-allyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol","Nalorphine; (4R,4aR,7S,7aR,12bS)-3-allyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol; Anthorphine; Nalorphinium; Allorphine; Antorfin; Antorphin",5284595,311.152144,C19H21NO3,UIQMVEYFGZJHCZ-RAPVWYNQSA-N,70607
Norcodeine,Alkaloids and derivatives,Morphinans,"(4R,12bS)-9-methoxy-1,2,3,4,4a,7,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinoline-7-ol","Norcodeine; (4R,12bS)-9-methoxy-1,2,3,4,4a,7,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinoline-7-ol; Norcodeine; N-Norcodeine; N-Demethylcodeine; Norcodeine [INN:BAN]; Norcodeinum [INN-Latin]; Norcodeina [INN-Spanish]; Normorphine 3-methyl ether; EINECS 20",5359402,285.136494,C17H19NO3,HKOIXWVRNLGFOR-YANNOFPNSA-N,71801
Methyl methanesulfonate,Alkanesulfonic acids and derivatives,Methanesulfonates,methyl methanesulfonate,"Methyl methanesulfonate; methyl methanesulfonate; CB1540;MMS;Methanesulfonic acid methyl ester;Methyl mesylate;as-Dimethyl sulfite; METHYL METHANESULFONATE; Methyl mesylate; Methanesulfonic acid methyl ester; Methanesulfonic acid, methyl ester; methylmethane su",4156,110.003767,C2H6O3S,MBABOKRGFJTBAE-UHFFFAOYSA-N,53965
Diethanolamine,Alkanolamines,"1,2-aminoalcohols",2-[(2-hydroxyethyl)amino]ethan-1-ol,"Diethanolamine; 2-[(2-hydroxyethyl)amino]ethan-1-ol; DIETHANOLAMINE; 2,2'-Iminodiethanol; Diolamine; Iminodiethanol; Diethylolamine; Bis(2-hydroxyethyl)amine; Ethanol, 2,2'-iminobis-; 2,2'-Iminobisethanol; N,N-Diethanolamine; Ethanol, 2,2'-iminobis-; 2,2'-Iminodieth",8113,105.078979,C4H11NO2,ZBCBWPMODOFKDW-UHFFFAOYSA-N,38524
Ethanolamine,Alkanolamines,"1,2-aminoalcohols",2-aminoethan-1-ol,"Ethanolamine; 2-aminoethan-1-ol; Ethanolamine; 2-aminoethanol; monoethanolamine; 2-Hydroxyethylamine; colamine; Aminoethanol; Glycinol; Olamine; 2-Amino-1-ethanol; 2-Aminoethanol; Ethanol, 2-amino-",700,61.052764,C2H7NO,HZAXFHJVJLSVMW-UHFFFAOYSA-N,37102
Docosatetraenoyl Ethanolamide,Alkanolamines,N-acylethanolamines,"N-(2-hydroxyethyl)nonadeca-7,10,13,16-tetraenamide","Docosatetraenoyl Ethanolamide; N-(2-hydroxyethyl)nonadeca-7,10,13,16-tetraenamide; AGN-PC-09SGTL; Docosatetraenoyl Ethanolamide; N-(2-hydroxyethyl)nonadeca-7,10,13,16-tetraenamide; (7Z,10Z,13Z,16Z)-N-(2-Hydroxyethyl)-7,10,13,16-nonadecatetraenamide; 7,10,13,16",53394363,333.266779,C21H35NO2,NSTJYLJXTUKKJO-UHFFFAOYSA-N,71989
2-(Methylthio)pyrazine,Alkylarylthioethers,Alkylarylthioethers,2-(methylsulfanyl)pyrazine,"2-(Methylthio)pyrazine; 2-(methylsulfanyl)pyrazine; 2-(Methylthio)pyrazine; 2-Methylthiopyrazine; Pyrazine, (methylthio)-; 2-(Methylsulfanyl)pyrazine; 2-methylsulfanylpyrazine; Pyrazinyl methyl sulfide; (Methylthio)pyrazine; Methyl pyrazinyl sulfide; 2-Methylsulfa",519907,126.02517,C5H6N2S,KBPBOWBQRUXMFV-UHFFFAOYSA-N,45914
"1,9-nonanedithiol",Alkylthiols,Alkylthiols,"nonane-1,9-dithiol",,248488,192.100644,C9H20S2,GJRCLMJHPWCJEI-UHFFFAOYSA-N,45052
Cysteamine,Alkylthiols,Alkylthiols,2-aminoethane-1-thiol,"Cysteamine; 2-aminoethane-1-thiol; 2-Aminoethanethiol; CYSTEAMINE; Mercaptamine; Thioethanolamine; 2-Mercaptoethylamine; Decarboxycysteine; Becaptan; beta-Mercaptoethylamine; Cysteinamine; Mercamine; 2-Aminoethanethiol; Ethanethiol, 2-amino-",6058,77.029921,C2H7NS,UFULAYFCSOUIOV-UHFFFAOYSA-N,38231
Dimercaprol,Alkylthiols,Alkylthiols,"2,3-disulfanylpropan-1-ol","Dimercaprol; 2,3-disulfanylpropan-1-ol; DIMERCAPROL; 2,3-Dimercapto-1-propanol; 2,3-Dimercaptopropanol; British Anti-Lewisite; dimercaptopropanol; Dithioglycerine; Dicaptol; Sulfactin; 1-Propanol, 2,3-dimercapto-; 2,3-Disulfanyl-1-propanol; 1-Propanol, 2,3-dimercapt",3080,124.001659,C3H8OS2,WQABCVAJNWAXTE-UHFFFAOYSA-N,43705
Lumichrome,Alloxazines and isoalloxazines,Flavins,"7,8-dimethyl-1H-benzo[g]pteridine-2,4-dione","Lumichrome; 7,8-dimethyl-1H-benzo[g]pteridine-2,4-dione; 7,8-dimethyl-1H-benzo[g]pteridine-2,4-quinone; lumichrome; 7,8-Dimethylalloxazine; Riboflavin lumichrome; 7,8-dimethylbenzo[g]pteridine-2,4(1H,3H)-dione; UNII-99U1UDJ2HM; 6,7-DIMETHYLALLOXAZINE; ST086620; Be",5326566,242.080376,C12H10N4O2,ZJTJUVIJVLLGSP-UHFFFAOYSA-N,49948
Riboflavin,Alloxazines and isoalloxazines,Flavins,"7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-2H,3H,4H,10H-benzo[g]pteridine-2,4-dione","Riboflavin; 7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-2H,3H,4H,10H-benzo[g]pteridine-2,4-dione; riboflavin; vitamin B2; Lactoflavin; Vitamin G; Riboflavine; (-)-riboflavin; Lactoflavine; Riboflavinum; Beflavin; Flavaxin; 1-Deoxy-1-(7,8-dimethyl-2,4-dio",493570,376.138286,C17H20N4O6,AUNGANRZJHBGPY-SCRDCRAPSA-N,37156
(R)-pantoic acid,Alpha hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,"(2R)-2,4-dihydroxy-3,3-dimethylbutanoic acid","(R)-pantoic acid; (2R)-2,4-dihydroxy-3,3-dimethylbutanoic acid; Pantoic acid; pantoate; CHEBI:18697; (2R)-2,4-dihydroxy-3,3-dimethylbutanoic acid; D-Pantoate; D-Pantoic acid; UNII-0J1TL6G6J9; SCHEMBL213982; 0J1TL6G6J9; (2R)-2,4-Dihydroxy-3,3-dimethylbutanoate; Butan",439251,148.07356,C6H12O4,OTOIIPJYVQJATP-BYPYZUCNSA-N,53647
2-hydroxybutyric acid,Alpha hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,(2R)-2-hydroxybutanoic acid,,449265,104.047345,C4H8O3,AFENDNXGAFYKQO-GSVOUGTGSA-N,57474
2-hydroxyisobutyric acid,Alpha hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,2-hydroxy-2-methyl-propanoic acid,,11671,104.047345,C4H8O3,BWLBGMIXKSTLSX-UHFFFAOYSA-N,1522
Glycolic acid,Alpha hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,2-hydroxyacetic acid,"Glycolic acid; 2-hydroxyacetic acid; 2-oxonioacetate; AC1MWEJ6; AGN-PC-0KYSO5; glycolic acid; hydroxyacetic acid; 2-Hydroxyacetic acid; Hydroxyethanoic acid; Acetic acid, hydroxy-; Glycollic acid; Glycol acid; Acetic acid, 2-hydroxy-; Acetic acid, 2-hydroxy-, ion(1-)",757,76.016045,C2H4O3,AEMRFAOFKBGASW-UHFFFAOYSA-N,37080
L-2-Hydroxyglutaric acid,Alpha hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,(2S)-2-hydroxypentanedioic acid,L-2-Hydroxyglutaric acid; (2S)-2-hydroxypentanedioic acid; L-2-hydroxyglutarate; (2S)-2-hydroxypentanedioic acid; (S)-2-Hydroxyglutarate; CHEMBL1615211; CHEBI:32797; L-2-Hydroxyglutaric acid; (S)-2-hydroxyglutaric acid; L-a-Hydroxyglutarate; (2S)-2-Hydroxypentaned,439939,148.037175,C5H8O5,HWXBTNAVRSUOJR-VKHMYHEASA-N,37369
Lactic acid,Alpha hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,(2S)-2-hydroxypropanoic acid,Lactic acid; (2S)-2-hydroxypropanoic acid; L-Lactic acid; Sarcolactic acid; (S)-Lactic acid; (S)-2-Hydroxypropanoic acid; (S)-2-Hydroxypropionic acid; (+)-Lactic acid; (S)-(+)-Lactic acid; L-(+)-Lactic acid; (2S)-2-hydroxypropanoic acid; (S)-lactate; 2-Hydroxypropan,107689,90.031695,C3H6O3,JVTAAEKCZFNVCJ-REOHCLBHSA-N,37125
Tartronate semialdehyde,Alpha hydroxy acids and derivatives,Alpha hydroxy acids and derivatives,2-hydroxy-3-oxopropanoic acid,Tartronate semialdehyde,1122,104.01096,C3H4O4,QWBAFPFNGRFSFB-UHFFFAOYSA-N,39101
Dehydrofalcarinone,"Alpha,beta-unsaturated carbonyl compounds",Enones,"(9Z)-heptadeca-1,9,16-trien-4,6-diyn-3-one","Dehydrofalcarinone; (9Z)-heptadeca-1,9,16-trien-4,6-diyn-3-one; AC1NQY3Q; C08445; (9Z)-heptadeca-1,9,16-trien-4,6-diyn-3-one",5281145,240.151415,C17H20O,HLHBDMWPPKHNDQ-KHPPLWFESA-N,70153
Falcarinone,"Alpha,beta-unsaturated carbonyl compounds",Enones,"(9E)-heptadeca-1,9-dien-4,6-diyn-3-one",Falcarinone,6109789,242.167065,C17H22O,UQEBOJRXTNLPKZ-ZHACJKMWSA-N,46158
Doronine,Alpha-acyloxy carbonyl compounds,Alpha-acyloxy ketones,"[(1R,4R,6R,7R,11Z)-4-[(1R)-1-chloroethyl]-4-hydroxy-6,7,14-trimethyl-3,8,17-trioxo-2,9-dioxa-14-azabicyclo[9.5.1]heptadec-11-en-7-yl] acetate",AC1NQYYY; C10286,5281726,459.165995,C21H30ClNO8,VGRSISYREBBIAL-XAHVSKGQSA-N,70395
3-Mercaptopyruvic acid,Alpha-keto acids and derivatives,Alpha-keto acids and derivatives,2-oxo-3-sulfanylpropanoic acid,"3-Mercaptopyruvic acid; 2-oxo-3-sulfanylpropanoic acid; 3-mercaptopyruvic acid; 3-mercaptopyruvate; mercaptopyruvate; beta-mercaptopyruvate; 2-oxo-3-sulfanylpropanoic acid; beta-thiopyruvate; Pyruvic acid, 3-mercapto-; Mercaptopyruvic acid; beta-Thiopyruvic acid; 3",98,119.988117,C3H4O3S,OJOLFAIGOXZBCI-UHFFFAOYSA-N,37755
Bromopyruvicacid,Alpha-keto acids and derivatives,Alpha-keto acids and derivatives,3-bromo-2-keto-propionic acid,"Bromopyruvicacid; 3-bromo-2-keto-propionic acid; bromopyruvic acid; 3-bromopyruvic acid; 3-bromo-2-oxopropanoic acid; 3-Bromo-2-oxopropionic acid; bromopyruvate; 3-bromopyruvate; Propanoic acid, 3-bromo-2-oxo-; Pyruvic acid, bromo-; Bromopyruvicacid; 3-Bromo-2-oxop",70684,165.926556,C3H3O3Br,PRRZDZJYSJLDBS-UHFFFAOYSA-N,71558
O-Desmethylangolensin,Alpha-methyldeoxybenzoin flavonoids,Alpha-methyldeoxybenzoin flavonoids,"1-(2,4-dihydroxyphenyl)-2-(4-hydroxyphenyl)propan-1-one",O-Desmethylangolensin,89472,258.08921,C15H14O4,JDJPNKPFDDUBFV-UHFFFAOYSA-N,38535
Ambelline,Amaryllidaceae alkaloids,Amaryllidaceae alkaloids,"(2S,3R,4S,5R,6R)-2-[[(2R,3S,4S,5R,6R)-6-[(2S,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)-2-[[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxymethyl]tetrahydrofuran-2-yl]oxy-3,4,5-trihydroxy-tetrahydropyran-2-yl]methoxy]-6-(hydroxymethyl)tetrahydropyran-3,4,5-triol","C08517; (3alpha,11S)-1,2-Didehydro-3,7-dimethoxycrinan-11-ol",25092366,331.141973,C18H21NO5,QAHZAHIPKNLGAS-KZRPXEQKSA-N,71131
Trimethylamine N-oxide,Amine oxides and derivatives,Trisubstituted amine oxides and derivatives,"N,N-dimethylmethanamine oxide","Trimethylamine N-oxide; N,N-dimethylmethanamine oxide; Trimethylamine oxide; TRIMETHYLAMINE N-OXIDE; Triox; Trimethyloxamine; TMAO; Methanamine, N,N-dimethyl-, N-oxide; N,N-dimethylmethanamine oxide; trimethylamine-N-oxide; N,N-Dimethylmethanamine N-oxide; Trimethy",1145,75.068414,C3H9NO,UYPYRKYUKCHHIB-UHFFFAOYSA-N,37502
Benserazide,"Amino acids, peptides, and analogues",Alpha amino acid amides,"2-amino-3-hydroxy-N'-(2,3,4-trihydroxybenzyl)propanehydrazide","Benserazide; 2-amino-3-hydroxy-N'-(2,3,4-trihydroxybenzyl)propanehydrazide; DL-serine 2-(2,3,4-trihydroxybenzyl)hydrazide;DL-serine 2-[(2,3,4-trihydroxyphenyl)methyl]hydrazide;Ro 4-4602;Ro 44602; benserazide; Serazide; Benseraszide; Benserazida; Benserazidum; Ro",2327,257.101172,C10H15N3O5,BNQDCRGUHNALGH-UHFFFAOYSA-N,63219
Calpeptin,"Amino acids, peptides, and analogues",Alpha amino acid amides,benzyl N-[(1S)-1-[[(1S)-1-formylpentyl]carbamoyl]-3-methyl-butyl]carbamate,Calpeptin; benzyl N-[(1S)-1-[[(1S)-1-formylpentyl]carbamoyl]-3-methyl-butyl]carbamate; N-Cbz-leu-nleu-al; Benzylcarbonyl-leu-nleu-H; ST50826282,73364,362.220558,C20H30N2O4,PGGUOGKHUUUWAF-ROUUACIJSA-N,67913
Clindamycin phosphate,"Amino acids, peptides, and analogues",Alpha amino acid amides,"[(2R,3R,4S,5R,6R)-6-[2-chloro-1-[[(2S,4R)-1-methyl-4-propyl-pyrrolidine-2-carbonyl]amino]propyl]-4,5-dihydroxy-2-methylsulfanyl-tetrahydropyran-3-yl] dihydrogen phosphate",Evoclin (TN); Dalacin-S (TN); SureCN718004; Clindamycin phosphate (JP16/USP),10346039,504.146201,C18H34ClN2O8PS,UFUVLHLTWXBHGZ-KUWMELJBSA-N,70791
Pirenzepine,"Amino acids, peptides, and analogues",Alpha amino acid amides,"2-[2-(4-methylpiperazin-1-yl)acetyl]-2,4,9-triazatricyclo[9.4.0.0^{3,8}]pentadeca-1(11),3,5,7,12,14-hexaen-10-one","Pirenzepine; 2-[2-(4-methylpiperazin-1-yl)acetyl]-2,4,9-triazatricyclo[9.4.0.0^{3,8}]pentadeca-1(11),3,5,7,12,14-hexaen-10-one; pirenzepine; Pirenzepin; Gastrozepin; Pirenzepinum; Pirenzepina; Gastrotsepin; Pyrenzepine; Pirenzepinum [INN-Latin]; Pirenzepina [INN-S",4848,351.169525,C19H21N5O2,RMHMFHUVIITRHF-UHFFFAOYSA-N,42985
Diethyl aminomalonate,"Amino acids, peptides, and analogues",Alpha amino acid esters,2-aminomalonic acid diethyl ester,"Diethyl aminomalonate; 2-aminomalonic acid diethyl ester; Diethyl aminomalonate; Diethyl 2-aminomalonate; Propanedioic acid, amino-, diethyl ester; 2-Aminomalonic acid diethyl ester; SBB070204; NSC 121992; diethyl aminomalonate;; 2-amino diethylmalonate; diethyl 2",81272,175.084459,C7H13NO4,WLTCKEHCTUYJGI-UHFFFAOYSA-N,71573
