Reaction abbreviation,Reaction name,Reaction formula,Pathway,Lower bound (mmol/gdw/hr),Upper bound (mmol/gdw/hr),Gene-reaction-association,Conifdence score,Eco IDA,sbo Term,EC number,Notes,Reference,,
'4HOXPACDOX_NADP_','4-Hydroxyphenylacetaldehyde:NADP+ oxidoreductase','h2o[c] + nadp[c] + 4hoxpacd[c]  <=> 2 h[c] + nadph[c] + 4hphac[c] ','Tyrosine metabolism',-1000,1000,'(222.1) or (220.1) or (221.1) or (218.1)','2','3A0000304',176,'1.2.1.5','SAB','PMID:3753983',,
'4MOPt2im','4-methyl-2-oxopentanoate mitochondrial transport  via proton symport','h[c] + 4mop[c]  => h[m] + 4mop[m] ',"'Transport, mitochondrial'",0,1000,'','4','3A0000000',185,'','MM','PMID:8428987',,
'4MPTNLte','4-methylpentanal transport','4mptnl[c]  <=> 4mptnl[e] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'','','PMID:8428987',,
'4MPTNLtm','4-methylpentanal transport (mitochondria)','4mptnl[c]  <=> 4mptnl[m] ',"'Transport, mitochondrial'",-1000,1000,'','2','3A0000000',185,'','','PMID:8428987',,
'4MPTNLtr','4-methylpentanal transport (ER)','4mptnl[c]  <=> 4mptnl[r] ',"'Transport, endoplasmic reticular'",-1000,1000,'','2','3A0000000',185,'','','PMID:8428987',,
'4MTOLBUTAMIDEte','xenobiotic transport','4mtolbutamide[e]  <=> 4mtolbutamide[c] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, related cyp P450 metabolism reactions NJ'",'',,
'4NPHSFte','xenobiotic transport','4nphsf[e]  <=> 4nphsf[c] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, related cyp P450 metabolism reactions NJ. Biochemical, Rat'",'PMID:9344226',,
'4NPHSULT','4-Nitrophenol Sulfotransferase','paps[c] + 4nph[c]  => h[c] + pap[c] + 4nphsf[c] ','Cytochrome metabolism',0,1000,'(6799.1) or (6817.3) or (6799.2) or (6818.2) or (6817.2) or (6818.1) or (6817.1) or (6817.4) or (6818.3) or (6817.5)','4','3A0000269',176,'2.8.2.1','RS/TV (6/14/05)',"'PMID:11535246,PMID:15293241'",,
'4NPHte','xenobiotic transport','4nph[e]  <=> 4nph[c] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, related cyp P450 metabolism reactions NJ. Physiological, Rat'","'PMID:8385949,PMID:9219629'",,
'4PYRDX','4-Pyridoxal secretion','h2o[c] + atp[c] + 4pyrdx[c]  => adp[c] + h[c] + pi[c] + 4pyrdx[e] ',"'Transport, extracellular'",0,1000,'','2','3A0000000',185,'','IT Reaction correct??? (active transport)','PMID:6380540',,
'5ADTSTSTERONEGLCte','glucuronidated compound transport','h2o[c] + atp[c] + 5adtststeroneglc[c]  => adp[c] + h[c] + pi[c] + 5adtststeroneglc[e] ',"'Transport, extracellular'",0,1000,'(4363.1)','2','3A0000304',185,'','presumed MDR transporter NJ. Physiological','',,
'5ADTSTSTERONEGLCtr','glucuronidated compound transport','5adtststeroneglc[c]  <=> 5adtststeroneglc[r] ',"'Transport, endoplasmic reticular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however glucuronidated metabolites need to get out of the cell NJ'",'',,
'5ADTSTSTERONESte','sulfonated testosterone transport','5adtststerones[c]  <=> 5adtststerones[e] ',"'Transport, extracellular'",-1000,1000,'','1','3A0000000',185,'','unknown mechanism - presumed excretion of sulfonated testosterone NJ','',,
'5ADTSTSTERONESULT','5alpha-Dihydrotestosterone sulfotransferase','paps[c] + 5adtststerone[c]  => h[c] + pap[c] + 5adtststerones[c] ','Steroid metabolism',0,1000,'(6822.1)','4','3A0000269',176,'2.8.2.2','NJ',"'PMID:1588921,PMID:16399349'",,
'5ADTSTSTERONEte','5 alpha dihydrotesterone transport','5adtststerone[e]  <=> 5adtststerone[c] ',"'Transport, extracellular'",-1000,1000,'','1','3A0000000',185,'',"'specific mechanism not known, proton dependence for trans-mit transport has been suggested, however directionality and stoichiometry has not yet been elucidated. see PMID: 12770731 and others NJ'",'',,
'5ADTSTSTERONEtr','5 alpha dihydrotesterone intracellular transport','5adtststerone[r]  <=> 5adtststerone[c] ',"'Transport, endoplasmic reticular'",-1000,1000,'','2','3A0000000',185,'',"'specific mechanism not known, proton dependence for trans-mit transport has been suggested, however directionality and stoichiometry has not yet been elucidated. see PMID: 12770731 and others NJ'",'',,
'5AOPtm','5-Aminolevulinate mitochondrial transport','5aop[c]  <=> 5aop[m] ','Heme synthesis',-1000,1000,'','2','3A0000134',185,'','NCD. Delta-aminolevulinic acid is produced in mitochondria then converted to PBG in the cytoplasm.  Could not find anything on the transporter itself.','PMID:10558864',,
'5DHFtl',"'5-glutamyl-DHF transport, lysosomal'",'5dhf[c]  => 5dhf[l] ',"'Transport, lysosomal'",0,1000,'','2','3A0000000',185,'','carrier-mediated transport - but which and how is unknown IT','PMID:11375437',,
'5FTHFt2','5-formyltetrahydrofolate transport via anion exchange','h2o[c] + 5fthf[e]  <=> 5fthf[c] + h2o[e] ',"'Transport, extracellular'",-1000,1000,'(6573.1) or (6573.2)','4','3A0000269',185,'','IT',"'PMID:11375437,PMID:14770311'",,
'5HLTDL','5-Hydroxy-L-tryptophan decarboxy-lyase','h[c] + 5htrp[c]  => co2[c] + srtn[c] ','Tryptophan metabolism',0,1000,'(1644.1)','4','3A0000269',176,'4.1.1.28','SAB','PMID:1540578',,
'5HOMEPRAZOLEte','xenobiotic transport','5homeprazole[e]  <=> 5homeprazole[c] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, related cyp P450 metabolism reactions NJ'",'',,
'5HOXINDACTO2OX','5-Hydroxyindoleacetaldehyde:oxygen oxidoreductase','h2o[c] + o2[c] + 5hoxindact[c]  => h2o2[c] + h[c] + 5hoxindoa[c] ','Tryptophan metabolism',0,1000,'(316.1)','2','3A0000304',176,'1.2.3.1',"'SAB questionable--balanced, but h2o2 production is based on an obscure comment in entrez'",'PMID:11306106',,
'5HOXINDACTOXm','5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase (mito)','h2o[m] + nad[m] + 5hoxindact[m]  => 2 h[m] + nadh[m] + 5hoxindoa[m] ','Tryptophan metabolism',0,1000,'(8659.2) or (219.1) or (8659.1) or (217.1)','2','3A0000304',176,'1.5.1.12','SAB','PMID:11306106',,
'5HOXINOXDA','5-Hydroxytryptamine:oxygen oxidoreductase(deaminating)(flavin-containing)','h2o[c] + o2[c] + srtn[c]  => h2o2[c] + nh4[c] + 5hoxindact[c] ','Tryptophan metabolism',0,1000,'(4128.1) or (4129.1)','4','3A0000269',176,'1.4.3.4','SAB',"'PMID:11134050,PMID:15035803,PMID:8920635,PMID:9653080'",,
'5HTRPDOX',"'5-Hydroxy-L-tryptophan:oxygen 2,3-dioxygenase (indole-decyclizing)'",'o2[c] + 5htrp[c]  => 5hoxnfkyn[c] ','Tryptophan metabolism',0,1000,'(3620.1)','1','3A0000134',176,'1.13.11.52',"'SAB. The E.C. number 1.13.11.42 has been deleted in 2006. Instead, replaced with E.C. 1.13.11.11 - tryptophan 2,3-dioxygenase. However, E.C. 1.13.11.11 is for the reaction L-tryptophan + O2 = N-formyl-L-kynurenine. For the reaction 5-Hydroxy-L-tryptophan (Cytosol) + O2 (Cytosol) &lt;=&gt; 5-Hydroxy-N-formylkynurenine, E.C. should be 1.13.11.52. Conclusion: Change E.C. to 1.13.11.52 (source: KEGG).'",'PMID:10564724',,
'5HTRPVESSEC','5-hydroxy-L-tryptophan secretion via secretory vesicle (ATP driven)','h2o[c] + atp[c] + 5htrp[c]  => adp[c] + h[c] + pi[c] + 5htrp[e] ',"'Transport, extracellular'",0,1000,'(6570.1) or (6571.1)','4','3A0000269',185,'','SAB This reaction represents the ATP driven secretion of 5htrp from the cell.  It leaves out the vesicle because that is not a compartment.  ATP:H ratio is assumed as 1:3 for vacuolar ATPase and substrate:h ratio is 1:2.  This gives a 3:2 ratio for substrate:ATP',"'PMID:12827358,PMID:15383652'",,
'5HXKYNDCL','5-Hydroxykynurenamine decarboxy-lyase','h[c] + 5hxkyn[c]  => co2[c] + 5hxkynam[c] ','Tryptophan metabolism',0,1000,'(1644.1)','1','3A0000212',176,'4.1.1.28','SAB','',,
'5HXKYNOXDA','5-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing)','o2[c] + 5hxkynam[c]  => h2o2[c] + nh4[c] + 46dhoxquin[c] ','Tryptophan metabolism',0,1000,'(4128.1) or (4129.1)','1','3A0000212',176,'1.4.3.4','SAB',"'PMID:15035803,PMID:8920635,PMID:9653080'",,
'5MTHFt','5-Methyltetrahydrofolate transport via receptor binding and protolysis','5mthf[e]  <=> 5mthf[c] ',"'Transport, extracellular'",-1000,1000,'(2348.5) or (2348.3) or (2348.1) or (2348.6) or (2352.1) or (2348.4) or (2348.2)','4','3A0000269',185,'','IT','PMID:15094208',,
'5MTHFt2','5-methyltetrahydrofolate transport via anion exchange','h2o[c] + 5mthf[e]  <=> h2o[e] + 5mthf[c] ',"'Transport, extracellular'",-1000,1000,'(6573.1) or (6573.2)','4','3A0000269',185,'','IT',"'PMID:11375437,PMID:14770311'",,
'5THFtl',"'5-glutamyl-THF transport, lysosomal'",'5thf[c]  => 5thf[l] ',"'Transport, lysosomal'",0,1000,'','2','3A0000000',185,'','carrier-mediated transport - but which and how is unknown IT','PMID:11375437',,
'5THFtm',"'5-glutamyl-THF transport,m mitochondrial'",'5thf[m]  => 5thf[c] ',"'Transport, mitochondrial'",0,1000,'','2','3A0000000',185,'','unknown mechanism. IT','PMID:11375437',,
'6DHFtl',"'6-glutamyl-DHF transport, lysosomal'",'6dhf[c]  => 6dhf[l] ',"'Transport, lysosomal'",0,1000,'','2','3A0000000',185,'','carrier-mediated transport - but which and how is unknown IT','PMID:11375437',,
'6DHFtm',"'6-glutamyl-DHF transport,m mitochondrial'",'6dhf[m]  => 6dhf[c] ',"'Transport, mitochondrial'",0,1000,'','2','3A0000000',185,'','unknown mechanism. IT','PMID:11375437',,
'6HTSTSTERONEte','hydroxylated testosterone transport','6htststerone[c]  <=> 6htststerone[e] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, inactivated testosterone needs to be exported NJ'",'',,
'6HTSTSTERONEtr','hydroxylated testosterone transport','6htststerone[c]  <=> 6htststerone[r] ',"'Transport, endoplasmic reticular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, inactivated testosterone transport to get out of cell NJ'",'',,
'6THFtl',"'6-glutamyl-THF transport, lysosomal'",'6thf[c]  => 6thf[l] ',"'Transport, lysosomal'",0,1000,'','2','3A0000000',185,'','carrier-mediated transport - but which and how is unknown IT','PMID:11375437',,
'6THFtm',"'6-glutamyl-THF transport,m mitochondrial'",'6thf[m]  => 6thf[c] ',"'Transport, mitochondrial'",0,1000,'','2','3A0000000',185,'','unknown mechanism. IT','PMID:11375437',,
'7DHCHSTEROLtr','cholesterol precursor intracellular transport','7dhchsterol[r]  <=> 7dhchsterol[c] ',"'Transport, endoplasmic reticular'",-1000,1000,'','2','3A0000000',185,'',"'specific mechanism not known, proton dependence for trans-mit transport has been suggested, however directionality and stoichiometry has not yet been elucidated. see PMID: 12770731 and others NJ'",'',,
'7DHFtl',"'7-glutamyl-DHF transport, lysosomal'",'7dhf[c]  => 7dhf[l] ',"'Transport, lysosomal'",0,1000,'','2','3A0000000',185,'','carrier-mediated transport - but which and how is unknown IT','PMID:11375437',,
'7DHFtm',"'7-glutamyl-DHF transport,m mitochondrial'",'7dhf[m]  => 7dhf[c] ',"'Transport, mitochondrial'",0,1000,'','2','3A0000000',185,'','unknown mechanism. IT','PMID:11375437',,
'7THFtl',"'7-glutamyl-THF transport, lysosomal'",'7thf[c]  => 7thf[l] ',"'Transport, lysosomal'",0,1000,'','2','3A0000000',185,'','carrier-mediated transport - but which and how is unknown IT','PMID:11375437',,
'7THFtm',"'7-glutamyl-THF transport,m mitochondrial'",'7thf[m]  => 7thf[c] ',"'Transport, mitochondrial'",0,1000,'','2','3A0000000',185,'','unknown mechanism. IT','PMID:11375437',,
'A_MANASE','alpha-mannosidase','2 h2o[c] + m2mn[c]  => 2 man[c] + mn[c] ','N-glycan degradation',0,1000,'(4123.1)','0','3A0000000',176,'3.2.1.24','NCD','',,
'A_MANASEly',"'alpha-mannosidase, lysosomal'",'2 h2o[l] + m2mn[l]  => 2 man[l] + mn[l] ','N-glycan degradation',0,1000,'(4125.1)','0','3A0000000',176,'3.2.1.24','NCD','PMID:8910458',,
'A4GALTc','Lactosylceramide 4-alpha-galactosyltransferase','galgluside_hs[c] + udpgal[c]  => h[c] + thcrm_hs[c] + udp[c] ','Sphingolipid metabolism',0,1000,'(53947.1)','4','3A0000269',176,'2.4.1.228','EC: 2.4.1.228 NJ','PMID:10748143',,
'A4GALTg','Lactosylceramide 4-alpha-galactosyltransferase','galgluside_hs[g] + udpgal[g]  => h[g] + thcrm_hs[g] + udp[g] ','Sphingolipid metabolism',0,1000,'(53947.1)','4','3A0000269',176,'2.4.1.228','EC: 2.4.1.228 NJ',"'PMID:10747952,PMID:10748143'",,
'A4GNT1g',"'alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus'",'T_antigen[g] + uacgam[g]  => h[g] + udp[g] + gncore1[g] ','O-glycan synthesis',0,1000,'(51146.1)','0','3A0000000',176,'','EC 2.4.1.- NCD','PMID:10430883',,
'A4GNT2g',"'alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus'",'uacgam[g] + core2[g]  => h[g] + udp[g] + gncore2[g] ','O-glycan synthesis',0,1000,'(51146.1)','0','3A0000000',176,'','EC 2.4.1.- NCD','PMID:10430883',,
'AACOAT','Acetoacetyl-CoA:acetate CoA-transferase','atp[c] + coa[c] + acac[c]  <=> aacoa[c] + amp[c] + ppi[c] ','Propanoate metabolism',-1000,1000,'(65985.1)','4','3A0000269',176,'6.2.1.16','also EC 2.8.3.8 NCD','PMID:12623130',,
'AACTOOR','Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)','h2o[c] + o2[c] + aact[c]  => h2o2[c] + nh4[c] + mthgxl[c] ',"'Glycine, serine, alanine and threonine metabolism'",0,1000,'(8639.1)','4','3A0000269',176,'1.4.3.6','',"'PMID:10328770,PMID:12878330'",,
'AACTtm','Aminoacetone transport (mitochondrial)','aact[m]  => aact[c] ',"'Transport, mitochondrial'",0,1000,'','1','3A0000000',185,'','MM','',,
'AASAD3m',"'L-aminoadipate-semialdehyde dehydrogenase (NADH), mitochondrial'",'h2o[m] + nad[m] + L2aadp6sa[m]  => 2 h[m] + L2aadp[m] + nadh[m] ','Lysine metabolism',0,1000,'','2','3A0000000',176,'',"'MM. Found under reaction synonym name: 2-aminoadipic 6-semialdehyde dehydrogenase; Evidence was from mouse with identification of good human ortholog for U26 in the mouse that catalyzes this reaction.  There was NOT evidence here specific to mitochondria, though.  (Nathan Price)'",'PMID:15865210',,
'AATAi',"'2-aminoadipate transaminase, irreversible'",'L2aadp[c] + akg[c]  => 2oxoadp[c] + glu_L[c] ','Lysine metabolism',0,1000,'(51166.1) or (51166.2)','4','3A0000269',176,'2.6.1.39','MM','PMID:12126930',,
'ABO1g',"'ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)'",'fucgalacglcgalgluside_hs[g] + udpacgal[g]  => h[g] + udp[g] + acgalfucgalacglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(28.1)','4','3A0000269',176,'','NJ',"'PMID:11421346,PMID:12198488,PMID:2121736'",,
'ABO2g',"'ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)'",'udpgal[g] + fucgalacglcgalgluside_hs[g]  => h[g] + udp[g] + galfucgalacglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(28.1)','4','3A0000269',176,'','NJ',"'PMID:11421346,PMID:12198488,PMID:2121736'",,
'ABO3g',"'ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)'",'udpgal[g] + fuc12gal14acglcgalgluside_hs[g]  => h[g] + udp[g] + galfuc12gal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(28.1)','4','3A0000269',176,'','NJ',"'PMID:11421346,PMID:12198488,PMID:2121736'",,
'ABO4g',"'ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)'",'udpacgal[g] + fuc12gal14acglcgalgluside_hs[g]  => h[g] + udp[g] + acgalfuc12gal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(28.1)','4','3A0000269',176,'','NJ',"'PMID:11421346,PMID:12198488,PMID:2121736'",,
'ABO5g',"'ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)'",'udpacgal[g] + fucgalacgalfuc12gal14acglcgalgluside_hs[g]  => h[g] + udp[g] + acgalfucgalacgalfuc12gal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(28.1)','4','3A0000269',176,'','NJ',"'PMID:11421346,PMID:12198488,PMID:2121736'",,
'ABO6g',"'ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)'",'udpacgal[g] + fucgalacglcgal14acglcgalgluside_hs[g]  => h[g] + udp[g] + acgalfucgalacglcgal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(28.1)','4','3A0000269',176,'','NJ',"'PMID:11421346,PMID:12198488,PMID:2121736'",,
'ABO7g',"'ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)'",'udpacgal[g] + fucgalacgalfucgalacglcgal14acglcgalgluside_hs[g]  => h[g] + udp[g] + acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(28.1)','4','3A0000269',176,'','NJ',"'PMID:11421346,PMID:12198488,PMID:2121736'",,
'ABO8g',"'ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)'",'udpgal[g] + fucgalacglcgal14acglcgalgluside_hs[g]  => h[g] + udp[g] + galfucgalacglcgal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(28.1)','4','3A0000269',176,'','NJ',"'PMID:11421346,PMID:12198488,PMID:2121736'",,
'ABO9g',"'ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)'",'2 udpgal[g] + fucfucgalacglcgalacglcgal14acglcgalgluside_hs[g]  => 2 h[g] + 2 udp[g] + galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(28.1)','4','3A0000269',176,'','NJ',"'PMID:11421346,PMID:12198488,PMID:2121736'",,
'ABTArm',"'4-aminobutyrate transaminase, reversible (mitochondrial)'",'akg[m] + 4abut[m]  <=> glu_L[m] + sucsal[m] ','Glutamate metabolism',-1000,1000,'(18.1) or (18.2)','4','3A0000269',176,'2.6.19.4','kh 1/6/03',"'PMID:10407778,PMID:7721088'",,
'ABTD','L-arabinitol 4-dehydrogenase','nad[c] + abt[c]  <=> h[c] + nadh[c] + xylu_L[c] ','Pentose phosphate pathway',-1000,1000,'','2','3A0000000',176,'1.1.1.12','NCD',"'PMID:12359133,PMID:13922173,PMID:15234337'",,
'ABTti','L-arabinitol transport via passive diffusion','abt[c]  => abt[e] ',"'Transport, extracellular'",0,1000,'','2','3A0000000',185,'','NCD','PMID:15234337',,
'ABUTD','Aminobutyraldehyde dehydrogenase','h2o[c] + nad[c] + 4abutn[c]  => 2 h[c] + nadh[c] + 4abut[c] ','beta-Alanine metabolism',0,1000,'(223.1)','4','3A0000269',176,'1.2.1.19','JLR','PMID:8786138',,
'ABUTt2r','4-aminobutyrate reversible transport in via proton symport','h[e] + 4abut[e]  <=> h[c] + 4abut[c] ',"'Transport, extracellular'",-1000,1000,'(206358.1)','2','3A0000304',185,'','SAB r',"'PMID:11390972,PMID:11959859'",,
'ABUTt2rL','4-aminobutyrate reversible transport in via proton symport (lysosome)','4abut[l] + h[l]  <=> h[c] + 4abut[c] ',"'Transport, lysosomal'",-1000,1000,'(206358.1)','4','3A0000269',185,'',"'SAB r, lyso'","'PMID:11390972,PMID:11959859'",,
'ABUTt4_2_r','4-aminobutyrate reversible transport in via sodium symport (1:2)','2 na1[e] + 4abut[e]  <=> 2 na1[c] + 4abut[c] ',"'Transport, extracellular'",-1000,1000,'(6529.1) or (6538.1) or (6540.1) or (6539.1)','4','3A0000269',185,'','SAB','PMID:12719981',,
'ACACT10m',"'acetyl-CoA C-acetyltransferase, mitochondrial'",'coa[m] + 2maacoa[m]  <=> accoa[m] + ppcoa[m] ',"'Valine, leucine, and isoleucine metabolism'",-1000,1000,'(38.1)','4','3A0000134',176,'2.3.1.9','MM. 2-Methyl-3-acetoacetyl-CoA excreted into urine for patients with disease deficiency','PMID:676035',,
'ACACT1r','acetyl-CoA C-acetyltransferase','2 accoa[c]  <=> coa[c] + aacoa[c] ','Tryptophan metabolism',-1000,1000,'(39.1)','0','3A0000000',176,'2.3.1.9','JLR- reversible form of ACACT1','',,
'ACACT1rm',"'acetyl-CoA C-acetyltransferase, mitochondrial'",'2 accoa[m]  <=> coa[m] + aacoa[m] ','Tryptophan metabolism',-1000,1000,'(3030.1) and (3032.1) or (38.1)','0','3A0000000',176,'2.3.1.9','TDV','',,
'ACACT1x',"'acetyl-CoA C-acetyltransferase, mitochondrial'",'2 accoa[x]  => aacoa[x] + coa[x] ','Cholesterol metabolism',0,1000,'(39.1)','4','3A0000134',176,'2.3.1.9','NCD NJ - added peroxisomal version','PMID:11108725',,
'ACACt2','acetoacetate transport via proton symport','h[e] + acac[e]  <=> h[c] + acac[c] ',"'Transport, extracellular'",-1000,1000,'(6566.1) or (9194.1)','4','3A0000269',185,'','originally named AACTP NCD',"'PMID:10510291,PMID:11101640,PMID:12739169,PMID:7835905,PMID:8476015,PMID:9425115,PMID:9508842,PMID:9649795,PMID:9786900,PMID:9824713'",,
'ACACt2m','Acetoacetate mitochondrial transport via H+ symport','h[c] + acac[c]  <=> h[m] + acac[m] ',"'Transport, mitochondrial'",-1000,1000,'(6566.1)','4','3A0000269',185,'',"'IT, TDV changed name from &quot;tm2&quot; to &quot;t2m&quot; - NCD'","'PMID:28726,PMID:627555'",,
'ACACT4p',"'acetyl-CoA C-acetyltransferase (octanoyl-CoA), peroxisomal'",'coa[x] + 3odcoa[x]  => accoa[x] + occoa[x] ','Fatty acid oxidation',0,1000,'(30.1)','4','3A0000269',176,'2.3.1.16','NCD','PMID:1679347',,
'ACACT5p',"'acetyl-CoA C-acyltransferase (decanoyl-CoA), peroxisomal'",'coa[x] + 3oddcoa[x]  => accoa[x] + dcacoa[x] ','Fatty acid oxidation',0,1000,'(30.1)','4','3A0000269',176,'2.3.1.16','NCD','PMID:1679347',,
'ACACT6p',"'acetyl-CoA C-acetyltransferase (dodecanoyl), peroxisomal'",'coa[x] + 3otdcoa[x]  => accoa[x] + ddcacoa[x] ','Fatty acid oxidation',0,1000,'(30.1)','4','3A0000269',176,'2.3.1.16','NCD','PMID:1679347',,
'ACACT7p',"'acetyl-CoA acyltransferase (tetradecanoyl-CoA), peroxisomal'",'coa[x] + 3ohdcoa[x]  => accoa[x] + tdcoa[x] ','Fatty acid oxidation',0,1000,'(30.1)','4','3A0000269',176,'2.3.1.16','NCD','PMID:1679347',,
'ACACT8p',"'acetyl-CoA acyltransferase (hexadecanoyl-CoA), peroxisomal'",'coa[x] + 3ohodcoa[x]  => accoa[x] + pmtcoa[x] ','Fatty acid oxidation',0,1000,'(30.1)','4','3A0000269',176,'2.3.1.16','NCD','PMID:1679347',,
'ACACT9p',"'acetyl-CoA acyltransferase (tetracosanoyl-CoA), peroxisomal'",'coa[x] + 3ohxccoa[x]  => accoa[x] + ttccoa[x] ','Fatty acid oxidation',0,1000,'(30.1)','4','3A0000269',176,'2.3.1.16','NCD','PMID:1679347',,
'ACACtx','acetoacetate intracellular transport unknown mechanism','acac[c]  <=> acac[x] ',"'Transport, peroxisomal'",-1000,1000,'','1','3A0000000',185,'','unknown mechanism NJ','',,
'ACALDt','acetaldehyde reversible transport','acald[e]  <=> acald[c] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'','NCD','',,
'ACALDtm','acetaldehyde mitochondrial diffusion','acald[m]  <=> acald[c] ',"'Transport, mitochondrial'",-1000,1000,'','2','3A0000000',185,'','NCD','PMID:9028626',,
