reaction_id,reaction_abbreviation,reaction_name,reaction_reversible,reaction_formula,reaction_formula_w/name,Conifdence score
107,5ADTSTSTERONEGLCtr,glucuronidated compound transport,1,5adtststeroneglc[c]  <=> 5adtststeroneglc[r] ,5alpha-Dihydrotestosterone glucuronide <  = > 5alpha-Dihydrotestosterone glucuronide,2
108,5ADTSTSTERONESte,sulfonated testosterone transport,1,5adtststerones[c]  <=> 5adtststerones[e] ,5alpha-Dihydrotestosterone sulfate <  = > 5alpha-Dihydrotestosterone sulfate,1
109,5ADTSTSTERONESULT,5alpha-Dihydrotestosterone sulfotransferase,0,paps[c] + 5adtststerone[c]  => h[c] + pap[c] + 5adtststerones[c] ,"(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate+17beta-hydroxy-5alpha-androstan-3-one = > proton+adenosine 3',5'-bismonophosphate(4-)+5alpha-Dihydrotestosterone sulfate",4
110,5ADTSTSTERONEte,5 alpha dihydrotesterone transport,1,5adtststerone[e]  <=> 5adtststerone[c] ,17beta-hydroxy-5alpha-androstan-3-one <  = > 17beta-hydroxy-5alpha-androstan-3-one,1
111,5ADTSTSTERONEtr,5 alpha dihydrotesterone intracellular transport,1,5adtststerone[r]  <=> 5adtststerone[c] ,17beta-hydroxy-5alpha-androstan-3-one <  = > 17beta-hydroxy-5alpha-androstan-3-one,2
112,5AOPtm,5-Aminolevulinate mitochondrial transport,1,5aop[c]  <=> 5aop[m] ,5-Amino-4-oxopentanoate <  = > 5-Amino-4-oxopentanoate,2
113,5DHFtl,"5-glutamyl-DHF transport, lysosomal",0,5dhf[c]  => 5dhf[l] ,pentaglutamyl folate (DHF) = > pentaglutamyl folate (DHF),2
114,5FTHFt2,5-formyltetrahydrofolate transport via anion exchange,1,h2o[c] + 5fthf[e]  <=> 5fthf[c] + h2o[e] ,Water+5-formyltetrahydrofolate(2-) <  = > 5-formyltetrahydrofolate(2-)+Water,4
115,5HLTDL,5-Hydroxy-L-tryptophan decarboxy-lyase,0,h[c] + 5htrp[c]  => co2[c] + srtn[c] ,proton+5-hydroxy-L-tryptophan = > carbon dioxide+serotonin(1+),4
116,5HOMEPRAZOLEte,xenobiotic transport,1,5homeprazole[e]  <=> 5homeprazole[c] ,5 hydroxy omeprazole <  = > 5 hydroxy omeprazole,2
117,5HOXINDACTO2OX,5-Hydroxyindoleacetaldehyde:oxygen oxidoreductase,0,h2o[c] + o2[c] + 5hoxindact[c]  => h2o2[c] + h[c] + 5hoxindoa[c] ,Water+O2+(5-hydroxyindol-3-yl)acetaldehyde = > Hydrogen peroxide+proton+5-Hydroxyindoleacetate,2
118,5HOXINDACTOXm,5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase (mito),0,h2o[m] + nad[m] + 5hoxindact[m]  => 2 h[m] + nadh[m] + 5hoxindoa[m] ,Water+Nicotinamide adenine dinucleotide+(5-hydroxyindol-3-yl)acetaldehyde = > 2proton+Nicotinamide adenine dinucleotide - reduced+5-Hydroxyindoleacetate,2
119,5HOXINOXDA,5-Hydroxytryptamine:oxygen oxidoreductase(deaminating)(flavin-containing),0,h2o[c] + o2[c] + srtn[c]  => h2o2[c] + nh4[c] + 5hoxindact[c] ,Water+O2+serotonin(1+) = > Hydrogen peroxide+Ammonium+(5-hydroxyindol-3-yl)acetaldehyde,4
120,5HTRPDOX,"5-Hydroxy-L-tryptophan:oxygen 2,3-dioxygenase (indole-decyclizing)",0,o2[c] + 5htrp[c]  => 5hoxnfkyn[c] ,O2+5-hydroxy-L-tryptophan = > 5-hydroxy-N-formylkynurenine,1
121,5HTRPVESSEC,5-hydroxy-L-tryptophan secretion via secretory vesicle (ATP driven),0,h2o[c] + atp[c] + 5htrp[c]  => adp[c] + h[c] + pi[c] + 5htrp[e] ,Water+ATP+5-hydroxy-L-tryptophan = > ADP+proton+hydrogenphosphate+5-hydroxy-L-tryptophan,4
122,5HXKYNDCL,5-Hydroxykynurenamine decarboxy-lyase,0,h[c] + 5hxkyn[c]  => co2[c] + 5hxkynam[c] ,proton+5-hydroxykynurenine = > carbon dioxide+5-Hydroxykynurenamine,1
123,5HXKYNOXDA,5-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing),0,o2[c] + 5hxkynam[c]  => h2o2[c] + nh4[c] + 46dhoxquin[c] ,"O2+5-Hydroxykynurenamine = > Hydrogen peroxide+Ammonium+4,6-Dihydroxyquinoline",1
124,5MTHFt,5-Methyltetrahydrofolate transport via receptor binding and protolysis,1,5mthf[e]  <=> 5mthf[c] ,5-Methyltetrahydrofolate <  = > 5-Methyltetrahydrofolate,4
125,5MTHFt2,5-methyltetrahydrofolate transport via anion exchange,1,h2o[c] + 5mthf[e]  <=> h2o[e] + 5mthf[c] ,Water+5-Methyltetrahydrofolate <  = > Water+5-Methyltetrahydrofolate,4
126,5THFtl,"5-glutamyl-THF transport, lysosomal",0,5thf[c]  => 5thf[l] ,pentaglutamyl folate (THF) = > pentaglutamyl folate (THF),2
127,5THFtm,"5-glutamyl-THF transport,m mitochondrial",0,5thf[m]  => 5thf[c] ,pentaglutamyl folate (THF) = > pentaglutamyl folate (THF),2
128,6DHFtl,"6-glutamyl-DHF transport, lysosomal",0,6dhf[c]  => 6dhf[l] ,hexaglutamyl folate (DHF) = > hexaglutamyl folate (DHF),2
129,6DHFtm,"6-glutamyl-DHF transport,m mitochondrial",0,6dhf[m]  => 6dhf[c] ,hexaglutamyl folate (DHF) = > hexaglutamyl folate (DHF),2
130,6HTSTSTERONEte,hydroxylated testosterone transport,1,6htststerone[c]  <=> 6htststerone[e] ,6 beta hydroxy testosterone <  = > 6 beta hydroxy testosterone,2
131,6HTSTSTERONEtr,hydroxylated testosterone transport,1,6htststerone[c]  <=> 6htststerone[r] ,6 beta hydroxy testosterone <  = > 6 beta hydroxy testosterone,2
132,6THFtl,"6-glutamyl-THF transport, lysosomal",0,6thf[c]  => 6thf[l] ,hexaglutamyl folate  (THF) = > hexaglutamyl folate  (THF),2
133,6THFtm,"6-glutamyl-THF transport,m mitochondrial",0,6thf[m]  => 6thf[c] ,hexaglutamyl folate  (THF) = > hexaglutamyl folate  (THF),2
134,7DHCHSTEROLtr,cholesterol precursor intracellular transport,1,7dhchsterol[r]  <=> 7dhchsterol[c] ,"cholesta-5,7-dien-3beta-ol <  = > cholesta-5,7-dien-3beta-ol",2
135,7DHFtl,"7-glutamyl-DHF transport, lysosomal",0,7dhf[c]  => 7dhf[l] ,heptaglutamyl folate (DHF) = > heptaglutamyl folate (DHF),2
136,7DHFtm,"7-glutamyl-DHF transport,m mitochondrial",0,7dhf[m]  => 7dhf[c] ,heptaglutamyl folate (DHF) = > heptaglutamyl folate (DHF),2
137,7THFtl,"7-glutamyl-THF transport, lysosomal",0,7thf[c]  => 7thf[l] ,heptaglutamyl folate (THF) = > heptaglutamyl folate (THF),2
138,7THFtm,"7-glutamyl-THF transport,m mitochondrial",0,7thf[m]  => 7thf[c] ,heptaglutamyl folate (THF) = > heptaglutamyl folate (THF),2
139,A_MANASE,alpha-mannosidase,0,2 h2o[c] + m2mn[c]  => 2 man[c] + mn[c] ,"2Water+(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine = > 2D-Mannose+beta-1,4-mannose-N-acetylglucosamine",0
140,A_MANASEly,"alpha-mannosidase, lysosomal",0,2 h2o[l] + m2mn[l]  => 2 man[l] + mn[l] ,"2Water+(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine = > 2D-Mannose+beta-1,4-mannose-N-acetylglucosamine",0
141,A4GALTc,Lactosylceramide 4-alpha-galactosyltransferase,0,galgluside_hs[c] + udpgal[c]  => h[c] + thcrm_hs[c] + udp[c] ,galactosyl glucosyl ceramide+UDP-D-galactose(2-) = > proton+trihexosyl ceramide+UDP,4
142,A4GALTg,Lactosylceramide 4-alpha-galactosyltransferase,0,galgluside_hs[g] + udpgal[g]  => h[g] + thcrm_hs[g] + udp[g] ,galactosyl glucosyl ceramide+UDP-D-galactose(2-) = > proton+trihexosyl ceramide+UDP,4
143,A4GNT1g,"alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus",0,T_antigen[g] + uacgam[g]  => h[g] + udp[g] + gncore1[g] ,"T antigen (core 1)+UDP-N-acetyl-alpha-D-glucosamine(2-) = > proton+UDP+GlcNAc-alpha-1,4-Core 1",0
144,A4GNT2g,"alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus",0,uacgam[g] + core2[g]  => h[g] + udp[g] + gncore2[g] ,"UDP-N-acetyl-alpha-D-glucosamine(2-)+Core 2 = > proton+UDP+GlcNAc-alpha-1,4-Core 2",0
145,AACOAT,Acetoacetyl-CoA:acetate CoA-transferase,1,atp[c] + coa[c] + acac[c]  <=> aacoa[c] + amp[c] + ppi[c] ,ATP+Coenzyme A+acetoacetate <  = > Acetoacetyl-CoA+AMP+Diphosphate,4
146,AACTOOR,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),0,h2o[c] + o2[c] + aact[c]  => h2o2[c] + nh4[c] + mthgxl[c] ,Water+O2+ammonioacetone = > Hydrogen peroxide+Ammonium+methylglyoxal,4
147,AACTtm,Aminoacetone transport (mitochondrial),0,aact[m]  => aact[c] ,ammonioacetone = > ammonioacetone,1
148,AASAD3m,"L-aminoadipate-semialdehyde dehydrogenase (NADH), mitochondrial",0,h2o[m] + nad[m] + L2aadp6sa[m]  => 2 h[m] + L2aadp[m] + nadh[m] ,Water+Nicotinamide adenine dinucleotide+L-allysine = > 2proton+L-2-aminoadipate(1-)+Nicotinamide adenine dinucleotide - reduced,2
149,AATAi,"2-aminoadipate transaminase, irreversible",0,L2aadp[c] + akg[c]  => 2oxoadp[c] + glu_L[c] ,L-2-aminoadipate(1-)+2-Oxoglutarate = > 2-oxoadipate(2-)+L-glutamate(1-),4
150,ABO1g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",0,fucgalacglcgalgluside_hs[g] + udpacgal[g]  => h[g] + udp[g] + acgalfucgalacglcgalgluside_hs[g] ,Type IH glycolipid+UDP-N-acetyl-D-galactosamine(2-) = > proton+UDP+Type IA glycolipid,4
151,ABO2g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",0,udpgal[g] + fucgalacglcgalgluside_hs[g]  => h[g] + udp[g] + galfucgalacglcgalgluside_hs[g] ,UDP-D-galactose(2-)+Type IH glycolipid = > proton+UDP+Type IB glycolipid,4
152,ABO3g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",0,udpgal[g] + fuc12gal14acglcgalgluside_hs[g]  => h[g] + udp[g] + galfuc12gal14acglcgalgluside_hs[g] ,UDP-D-galactose(2-)+Type IIH glycolipid = > proton+UDP+(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1,4
153,ABO4g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",0,udpacgal[g] + fuc12gal14acglcgalgluside_hs[g]  => h[g] + udp[g] + acgalfuc12gal14acglcgalgluside_hs[g] ,UDP-N-acetyl-D-galactosamine(2-)+Type IIH glycolipid = > proton+UDP+(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1,4
154,ABO5g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",0,udpacgal[g] + fucgalacgalfuc12gal14acglcgalgluside_hs[g]  => h[g] + udp[g] + acgalfucgalacgalfuc12gal14acglcgalgluside_hs[g] ,UDP-N-acetyl-D-galactosamine(2-)+Type IIIH glycolipid = > proton+UDP+Type IIIA glycolipid,4
155,ABO6g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",0,udpacgal[g] + fucgalacglcgal14acglcgalgluside_hs[g]  => h[g] + udp[g] + acgalfucgalacglcgal14acglcgalgluside_hs[g] ,UDP-N-acetyl-D-galactosamine(2-)+VI2Fuc-nLc6 = > proton+UDP+(Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1,4
156,ABO7g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",0,udpacgal[g] + fucgalacgalfucgalacglcgal14acglcgalgluside_hs[g]  => h[g] + udp[g] + acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[g] ,UDP-N-acetyl-D-galactosamine(2-)+(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1 = > proton+UDP+Type IIIAb,4
157,ABO8g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",0,udpgal[g] + fucgalacglcgal14acglcgalgluside_hs[g]  => h[g] + udp[g] + galfucgalacglcgal14acglcgalgluside_hs[g] ,UDP-D-galactose(2-)+VI2Fuc-nLc6 = > proton+UDP+(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1,4
158,ABO9g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",0,2 udpgal[g] + fucfucgalacglcgalacglcgal14acglcgalgluside_hs[g]  => 2 h[g] + 2 udp[g] + galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[g] ,2UDP-D-galactose(2-)+(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 = > 2proton+2UDP+(Gal)6 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1,4
159,ABTArm,"4-aminobutyrate transaminase, reversible (mitochondrial)",1,akg[m] + 4abut[m]  <=> glu_L[m] + sucsal[m] ,2-Oxoglutarate+4-Aminobutanoate <  = > L-glutamate(1-)+Succinic semialdehyde,4
160,ABTD,L-arabinitol 4-dehydrogenase,1,nad[c] + abt[c]  <=> h[c] + nadh[c] + xylu_L[c] ,Nicotinamide adenine dinucleotide+L-arabinitol <  = > proton+Nicotinamide adenine dinucleotide - reduced+L-xylulose,2
161,ABTti,L-arabinitol transport via passive diffusion,0,abt[c]  => abt[e] ,L-arabinitol = > L-arabinitol,2
162,ABUTD,Aminobutyraldehyde dehydrogenase,0,h2o[c] + nad[c] + 4abutn[c]  => 2 h[c] + nadh[c] + 4abut[c] ,Water+Nicotinamide adenine dinucleotide+4-Aminobutanal = > 2proton+Nicotinamide adenine dinucleotide - reduced+4-Aminobutanoate,4
163,ABUTt2r,4-aminobutyrate reversible transport in via proton symport,1,h[e] + 4abut[e]  <=> h[c] + 4abut[c] ,proton+4-Aminobutanoate <  = > proton+4-Aminobutanoate,2
164,ABUTt2rL,4-aminobutyrate reversible transport in via proton symport (lysosome),1,4abut[l] + h[l]  <=> h[c] + 4abut[c] ,4-Aminobutanoate+proton <  = > proton+4-Aminobutanoate,4
165,ABUTt4_2_r,4-aminobutyrate reversible transport in via sodium symport (1:2),1,2 na1[e] + 4abut[e]  <=> 2 na1[c] + 4abut[c] ,2Sodium+4-Aminobutanoate <  = > 2Sodium+4-Aminobutanoate,4
166,ACACT10m,"acetyl-CoA C-acetyltransferase, mitochondrial",1,coa[m] + 2maacoa[m]  <=> accoa[m] + ppcoa[m] ,Coenzyme A+2-methylacetoacetyl-CoA(4-) <  = > Acetyl-CoA+Propanoyl-CoA,4
167,ACACT1r,acetyl-CoA C-acetyltransferase,1,2 accoa[c]  <=> coa[c] + aacoa[c] ,2Acetyl-CoA <  = > Coenzyme A+Acetoacetyl-CoA,0
168,ACACT1rm,"acetyl-CoA C-acetyltransferase, mitochondrial",1,2 accoa[m]  <=> coa[m] + aacoa[m] ,2Acetyl-CoA <  = > Coenzyme A+Acetoacetyl-CoA,0
169,ACACT1x,"acetyl-CoA C-acetyltransferase, mitochondrial",0,2 accoa[x]  => aacoa[x] + coa[x] ,2Acetyl-CoA = > Acetoacetyl-CoA+Coenzyme A,4
170,ACACt2,acetoacetate transport via proton symport,1,h[e] + acac[e]  <=> h[c] + acac[c] ,proton+acetoacetate <  = > proton+acetoacetate,4
171,ACACt2m,Acetoacetate mitochondrial transport via H+ symport,1,h[c] + acac[c]  <=> h[m] + acac[m] ,proton+acetoacetate <  = > proton+acetoacetate,4
172,ACACT4p,"acetyl-CoA C-acetyltransferase (octanoyl-CoA), peroxisomal",0,coa[x] + 3odcoa[x]  => accoa[x] + occoa[x] ,Coenzyme A+3-Oxodecanoyl-CoA = > Acetyl-CoA+Octanoyl-CoA (n-C8:0CoA),4
173,ACACT5p,"acetyl-CoA C-acyltransferase (decanoyl-CoA), peroxisomal",0,coa[x] + 3oddcoa[x]  => accoa[x] + dcacoa[x] ,Coenzyme A+3-Oxododecanoyl-CoA = > Acetyl-CoA+Decanoyl-CoA (n-C10:0CoA),4
174,ACACT6p,"acetyl-CoA C-acetyltransferase (dodecanoyl), peroxisomal",0,coa[x] + 3otdcoa[x]  => accoa[x] + ddcacoa[x] ,Coenzyme A+3-Oxotetradecanoyl-CoA = > Acetyl-CoA+Dodecanoyl-CoA (n-C12:0CoA),4
175,ACACT7p,"acetyl-CoA acyltransferase (tetradecanoyl-CoA), peroxisomal",0,coa[x] + 3ohdcoa[x]  => accoa[x] + tdcoa[x] ,Coenzyme A+3-oxopalmitoyl-CoA(4-) = > Acetyl-CoA+Tetradecanoyl-CoA (n-C14:0CoA),4
176,ACACT8p,"acetyl-CoA acyltransferase (hexadecanoyl-CoA), peroxisomal",0,coa[x] + 3ohodcoa[x]  => accoa[x] + pmtcoa[x] ,Coenzyme A+3-Oxooctadecanoyl-CoA = > Acetyl-CoA+Palmitoyl-CoA (n-C16:0CoA),4
177,ACACT9p,"acetyl-CoA acyltransferase (tetracosanoyl-CoA), peroxisomal",0,coa[x] + 3ohxccoa[x]  => accoa[x] + ttccoa[x] ,Coenzyme A+3-Oxohexacosyl-CoA = > Acetyl-CoA+tetracosanoyl-CoA  (n-C24:0CoA),4
178,ACACtx,acetoacetate intracellular transport unknown mechanism,1,acac[c]  <=> acac[x] ,acetoacetate <  = > acetoacetate,1
179,ACALDt,acetaldehyde reversible transport,1,acald[e]  <=> acald[c] ,acetaldehyde <  = > acetaldehyde,2
180,ACALDtm,acetaldehyde mitochondrial diffusion,1,acald[m]  <=> acald[c] ,acetaldehyde <  = > acetaldehyde,2
181,ACALDtr,acetaldehyde reversible transport (ER),1,acald[r]  <=> acald[c] ,acetaldehyde <  = > acetaldehyde,1
182,ACALDtx,acetaldehyde peroxisomal diffusion,1,acald[x]  <=> acald[c] ,acetaldehyde <  = > acetaldehyde,1
183,ACCOAC,acetyl-CoA carboxylase,0,atp[c] + hco3[c] + accoa[c]  => adp[c] + h[c] + pi[c] + malcoa[c] ,ATP+Bicarbonate+Acetyl-CoA = > ADP+proton+hydrogenphosphate+Malonyl-CoA,4
184,ACCOACm,"Acetyl-Coa carboxylase, beta isoform",0,accoa[m] + atp[m] + hco3[m]  => h[m] + adp[m] + malcoa[m] + pi[m] ,Acetyl-CoA+ATP+Bicarbonate = > proton+ADP+Malonyl-CoA+hydrogenphosphate,4
185,ACCOAgt,acetyl-coa transport,1,accoa[c]  <=> accoa[g] ,Acetyl-CoA <  = > Acetyl-CoA,4
186,ACCOAL,acetate-CoA ligase (ADP-forming),0,atp[c] + coa[c] + ppa[c]  => adp[c] + pi[c] + ppcoa[c] ,ATP+Coenzyme A+propionate = > ADP+hydrogenphosphate+Propanoyl-CoA,4
187,ACCOALm,acetate-CoA ligase (AMP-forming),0,coa[m] + atp[m] + ppa[m]  => ppcoa[m] + amp[m] + ppi[m] ,Coenzyme A+ATP+propionate = > Propanoyl-CoA+AMP+Diphosphate,2
188,ACCOAtn,"acetyl-CoA transport, nuclear",1,accoa[c]  <=> accoa[n] ,Acetyl-CoA <  = > Acetyl-CoA,1
189,ACCOAtr,acetyl-coa transport,1,accoa[c]  <=> accoa[r] ,Acetyl-CoA <  = > Acetyl-CoA,0
190,ACETONEt2,acetone transport via proton symport,1,h[e] + acetone[e]  <=> h[c] + acetone[c] ,proton+acetone <  = > proton+acetone,4
191,ACETONEt2m,acetone mitochondrial transport via proton symport,1,h[c] + acetone[c]  <=> h[m] + acetone[m] ,proton+acetone <  = > proton+acetone,0
192,ACGAGBSIDEtg,acgagbside hs intracellular transport,1,acgagbside_hs[c]  <=> acgagbside_hs[g] ,alpha GalNAc globoside <  = > alpha GalNAc globoside,1
193,ACGAGBSIDEtl,acgagbside hs intracellular transport,1,acgagbside_hs[c]  <=> acgagbside_hs[l] ,alpha GalNAc globoside <  = > alpha GalNAc globoside,1
194,ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,blood group intracellular transport,1,acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e]  <=> acgalfucgalacgalfuc12gal14acglcgalgluside_hs[c] ,Type IIIA glycolipid <  = > Type IIIA glycolipid,2
195,ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,blood group intracellular transport,1,acgalfucgalacgalfuc12gal14acglcgalgluside_hs[g]  <=> acgalfucgalacgalfuc12gal14acglcgalgluside_hs[c] ,Type IIIA glycolipid <  = > Type IIIA glycolipid,2
196,ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,blood group intracellular transport,1,acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[e]  <=> acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[c] ,Type IIIAb <  = > Type IIIAb,2
197,ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,blood group intracellular transport,1,acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[g]  <=> acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[c] ,Type IIIAb <  = > Type IIIAb,2
198,ACGALK,N-acetylgalactosamine kinase,0,atp[c] + acgal[c]  => adp[c] + h[c] + acgal1p[c] ,ATP+N-acetyl-D-galactosamine = > ADP+proton+N-Acetyl-D-galactosamine 1-phosphate,2
199,ACGALK2,N-acetylgalactosamine kinase (ITP),0,acgal[c] + itp[c]  => h[c] + acgal1p[c] + idp[c] ,N-acetyl-D-galactosamine+ITP(3-) = > proton+N-Acetyl-D-galactosamine 1-phosphate+IDP(3-),2
200,ACGALtlg,N-acetyl-galactosamine intracellular transport,1,acgal[g]  <=> acgal[c] ,N-acetyl-D-galactosamine <  = > N-acetyl-D-galactosamine,2
201,ACGALtly,N-acetyl-galactosamine lysosomal efflux,0,acgal[l]  => acgal[c] ,N-acetyl-D-galactosamine = > N-acetyl-D-galactosamine,2
202,ACGAM2E,N-acetylglucosamine 2-epimerase,1,acgam[c]  <=> acmana[c] ,N-acetyl-D-glucosamine <  = > N-acetyl-D-mannosamine,4
203,ACGAM6PSi,N-acetylglucosamine-6-phosphate synthase,0,accoa[c] + gam6p[c]  => h[c] + coa[c] + acgam6p[c] ,Acetyl-CoA+D-Glucosamine 6-phosphate = > proton+Coenzyme A+N-acetyl-D-glucosamine 6-phosphate(2-),2
204,ACGAMK,N-acetylglucosamine kinase,0,atp[c] + acgam[c]  => adp[c] + h[c] + acgam6p[c] ,ATP+N-acetyl-D-glucosamine = > ADP+proton+N-acetyl-D-glucosamine 6-phosphate(2-),4
205,ACGAMPM,phosphoacetylglucosamine mutase,1,acgam6p[c]  <=> acgam1p[c] ,N-acetyl-D-glucosamine 6-phosphate(2-) <  = > N-Acetyl-D-glucosamine 1-phosphate,4
206,ACGAMtly,N-acetyl-glucosamine lysosomal efflux,0,acgam[l]  => acgam[c] ,N-acetyl-D-glucosamine = > N-acetyl-D-glucosamine,2
207,ACGBGBSIDEtg,acgbgbside hs intracellular transport,1,acgbgbside_hs[c]  <=> acgbgbside_hs[g] ,beta GalNAc globoside <  = > beta GalNAc globoside,1
208,ACGBGBSIDEtl,acgbgbside hs intracellular transport,1,acgbgbside_hs[c]  <=> acgbgbside_hs[l] ,beta GalNAc globoside <  = > beta GalNAc globoside,1
209,ACGPID,N-acetylglucosaminylphosphatidylinositol deacetylase,0,h2o[c] + acgpail_hs[c]  => ac[c] + gpail_hs[c] ,Water+6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol(1-) = > acetate+6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol,4
210,ACGSm,"N-acteylglutamate synthase, mitochondrial",0,glu_L[m] + accoa[m]  => h[m] + coa[m] + acglu[m] ,L-glutamate(1-)+Acetyl-CoA = > proton+Coenzyme A+N-acetyl-L-glutamate(2-),4
211,ACHEe,Acetylcholinesterase,0,h2o[e] + ach[e]  => h[e] + ac[e] + chol[e] ,Water+acetylcholine = > proton+acetate+Choline,4
212,ACHtn,"Acetylcholin transport, nuclear trhough pores",1,ach[n]  <=> ach[c] ,acetylcholine <  = > acetylcholine,1
213,ACHVESSEC,Acetylcholine secretion via secretory vesicle (ATP driven),0,h2o[c] + atp[c] + ach[c]  => adp[c] + h[c] + pi[c] + ach[e] ,Water+ATP+acetylcholine = > ADP+proton+hydrogenphosphate+acetylcholine,4
214,ACITL,ATP-Citrate lyase,0,atp[c] + coa[c] + cit[c]  => adp[c] + pi[c] + accoa[c] + oaa[c] ,ATP+Coenzyme A+Citrate = > ADP+hydrogenphosphate+Acetyl-CoA+Oxaloacetate,4
215,ACN13ACNGALGBSIDEte,acn13acngalgbside hs transport,1,acn13acngalgbside_hs[c]  <=> acn13acngalgbside_hs[e] ,"sialyl (1,3) sialyl (2,6) galactosylgloboside <  = > sialyl (1,3) sialyl (2,6) galactosylgloboside",1
216,ACN13ACNGALGBSIDEtg,acn13acngalgbside hs intracellular transport,1,acn13acngalgbside_hs[c]  <=> acn13acngalgbside_hs[g] ,"sialyl (1,3) sialyl (2,6) galactosylgloboside <  = > sialyl (1,3) sialyl (2,6) galactosylgloboside",1
217,ACN23ACNGALGBSIDEte,acn23acngalgbside transport,1,acn23acngalgbside_hs[c]  <=> acn23acngalgbside_hs[e] ,"sialyl (2,3) sialyl (2,6) galactosylgloboside <  = > sialyl (2,3) sialyl (2,6) galactosylgloboside",1
218,ACN23ACNGALGBSIDEtg,acn23acngalgbside intracellular transport,1,acn23acngalgbside_hs[c]  <=> acn23acngalgbside_hs[g] ,"sialyl (2,3) sialyl (2,6) galactosylgloboside <  = > sialyl (2,3) sialyl (2,6) galactosylgloboside",1
219,ACNACNGAL14ACGLCGALGLUSIDEte,blood group intracellular transport,1,acnacngal14acglcgalgluside_hs[e]  <=> acnacngal14acglcgalgluside_hs[c] ,"3',8'-LD1 <  = > 3',8'-LD1",2
220,ACNACNGAL14ACGLCGALGLUSIDEtg,blood group intracellular transport,1,acnacngal14acglcgalgluside_hs[g]  <=> acnacngal14acglcgalgluside_hs[c] ,"3',8'-LD1 <  = > 3',8'-LD1",2
221,ACNACNGALGBSIDEte,acnacngalgbside hs transport,1,acnacngalgbside_hs[c]  <=> acnacngalgbside_hs[e] ,disialyl galactosylgloboside <  = > disialyl galactosylgloboside,1
222,ACNACNGALGBSIDEtg,acnacngalgbside hs intracellular transport,1,acnacngalgbside_hs[c]  <=> acnacngalgbside_hs[g] ,disialyl galactosylgloboside <  = > disialyl galactosylgloboside,1
