rid,EHMN,old_rid,Metabolite name,other
543,[],,disialyl galactosylgloboside,
544,C00270,221,N-acetylneuraminate,
545,C00270,221,N-acetylneuraminate,
546,C00270,221,N-acetylneuraminate,
547,C06241,1454,N-Acetylneuraminate 9-phosphate,
548,[],,Sialyl-3-paragloboside,
549,[],,VI3NeuAc-nLc6Cer,
550,[],,VI3NeuAc-nLc6Cer,
551,[],,VI3NeuAc-nLc6Cer,
552,[],,(Gal)3 (Glc)1 (GlcNAc)1 (Cer)1,
553,[],,sialyl galactosylgloboside,
554,C00437,315,N(2)-acetyl-L-ornithine,
555,C00229,190,acyl carrier protein,
556,C00229,190,acyl carrier protein,
557,C02571,803,O-acetylcarnitine,
558,C02571,803,O-acetylcarnitine,
559,C02571,803,O-acetylcarnitine,
560,C02571,803,O-acetylcarnitine,
561,C00511,350,acrylate,
562,C00147,132,Adenine,
563,C00147,132,Adenine,
564,C00147,132,Adenine,
565,[],,acyl-dihydroxyacetone phosphate,
566,[],,acyl-dihydroxyacetone phosphate,
567,C00212,178,Adenosine,
568,C00212,178,Adenosine,
569,C00212,178,Adenosine,
570,C00212,178,Adenosine,
571,C00194,168,Adenosylcobalamin,
572,C00194,168,Adenosylcobalamin,
573,C00194,168,Adenosylcobalamin,
574,C00008,8,ADP,
575,C00008,8,ADP,
576,C00008,8,ADP,
577,C00008,8,ADP,
578,C00008,8,ADP,
579,C00008,8,ADP,
580,C00008,8,ADP,
581,C00008,8,ADP,
582,C06104,,adipic acid,
583,C06104,,adipic acid,
584,C14143,,adipoylcoa,
585,C14143,,adipoylcoa,
586,C00498,,ADP alpha-D-glucoside(2-),
587,C06192,,ADPmannose,
588,C03246,885,ADP-D-ribose 2'-phosphate(4-),
589,C03246,885,ADP-D-ribose 2'-phosphate(4-),
590,C00301,239,ADPribose,
591,C00301,239,ADPribose,
592,C00301,239,ADPribose,
593,C16527,,adrenic acid,
594,C16527,,adrenic acid,
595,C16527,,adrenic acid,
596,C16170,,adrenyl coenzyme A,
597,C16170,,adrenyl coenzyme A,
598,C16170,,adrenyl coenzyme A,
599,[],,Adrenyl carnitine,
600,[],,Adrenyl carnitine,
601,C00788,460,Adrenaline,
602,C00788,460,Adrenaline,
603,C05686,1305,Adenylylselenate,
604,C06800,,aflatoxin B1,
605,C06800,,aflatoxin B1,
606,C00179,157,agmatinium(2+),
607,C04373,1027,3alpha-hydroxy-5beta-androstan-17-one,
608,C11136,1524,3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid,
609,C11136,1524,3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid,
610,C11136,1524,3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid,
611,C00021,21,S-Adenosyl-L-homocysteine,
612,C00021,21,S-Adenosyl-L-homocysteine,
613,C00021,21,S-Adenosyl-L-homocysteine,
614,C00021,21,S-Adenosyl-L-homocysteine,
615,C00021,21,S-Adenosyl-L-homocysteine,
616,C04895,1111,"7,8-dihydroneopterin 3'-triphosphate(4-)",
617,C04895,1111,"7,8-dihydroneopterin 3'-triphosphate(4-)",
618,C04895,1111,"7,8-dihydroneopterin 3'-triphosphate(4-)",
619,C04677,1066,5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,
620,C04677,1066,5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,
621,C03373,898,5-amino-1-(5-phospho-D-ribosyl)imidazole,
622,[],,1-alkyl 2-acylglycerol,
623,C05212,,1-alkyl 2-acylglycerol 3-phosphocholine,
624,C05977,1402,1-alkyl 2-acylglycerol 3-phosphate,
625,[],,1-alkyl 2-acylglycerol 3-phosphoethanolamine,
626,C04317,1024,1-alkyl 2-lysoglycerol 3-phosphocholine,
627,C04317,1024,1-alkyl 2-lysoglycerol 3-phosphocholine,
628,[],,1-alkyldihydroxyacetone phosphate,
629,[],,1-alkyldihydroxyacetone phosphate,
630,C00026,25,2-Oxoglutarate,
631,C00026,25,2-Oxoglutarate,
632,C00026,25,2-Oxoglutarate,
633,C00026,25,2-Oxoglutarate,
634,C00026,25,2-Oxoglutarate,
635,C03715,949,O-alkylglycerone phosphate(2-),
636,C00099,88,beta-alanine,
637,C00099,88,beta-alanine,
638,C00099,88,beta-alanine,
639,C00133,119,D-alanine,
640,C00133,119,D-alanine,
641,C00133,119,D-alanine,
642,C00133,119,D-alanine,
643,C00041,38,L-alanine,
644,C00041,38,L-alanine,
645,C00041,38,L-alanine,
646,C00041,38,L-alanine,
647,C00041,38,L-alanine,
648,C00993,,D-Alanyl-D-alanine,
649,C00993,,D-Alanyl-D-alanine,
650,C01780,702,aldosterone,
651,C01780,702,aldosterone,
652,C01780,702,aldosterone,
653,[],,hydroxy alkyl chain,
654,C01551,652,Allantoin,
655,C00499,344,allantoate,
656,C05453,1213,lysophosphatidic acid,
657,C05453,1213,lysophosphatidic acid,
658,[],,S-aminomethyldihydrolipoamide,
659,C01242,606,S-Aminomethyldihydrolipoylprotein,
660,C03824,969,2-aminomuconate 6-semialdehyde(1-),
661,C00019,19,S-Adenosyl-L-methionine,
662,C00019,19,S-Adenosyl-L-methionine,
663,C00019,19,S-Adenosyl-L-methionine,
664,C00019,19,S-Adenosyl-L-methionine,
665,C01137,557,S-Adenosylmethioninamine,
666,C00020,20,AMP,
667,C00020,20,AMP,
668,C00020,20,AMP,
669,C00020,20,AMP,
670,C00020,20,AMP,
671,C00020,20,AMP,
672,C00020,20,AMP,
673,C02220,,2-aminomuconate(2-),
674,C00674,428,"5alpha-androstane-3,17-dione",
675,C00280,226,"androst-4-ene-3,17-dione",
676,C00280,226,"androst-4-ene-3,17-dione",
677,C00280,226,"androst-4-ene-3,17-dione",
678,C00523,357,androsterone,
679,C00523,357,androsterone,
680,C00523,357,androsterone,
681,C00523,357,androsterone,
682,C11135,1523,androsterone 3-glucosiduronic acid,
683,C11135,1523,androsterone 3-glucosiduronic acid,
684,C11135,1523,androsterone 3-glucosiduronic acid,
685,C00108,96,anthranilate,
686,C00108,96,anthranilate,
687,C13244,,antipyrine,
688,C13244,,antipyrine,
689,C01260,613,"P(1),P(4)-bis(5'-adenosyl) tetraphosphate(4-)",
690,C02759,,alpha-pinene oxide,
691,C02759,,alpha-pinene oxide,
692,[],,Apocarboxlase (no lys residue),
693,[],,Apocarboxlase (no lys residue),
694,[],,Apocarboxylase (Lys residue),
695,[],,Apocarboxylase (Lys residue),
696,[],,Holocarboxylase (biotin covalent bound to Lys residue of apoC),
697,[],,Holocarboxylase (biotin covalent bound to Lys residue of apoC),
698,C09880,,(+)-alpha-pinene,
699,C09880,,(+)-alpha-pinene,
700,C04042,991,(20S)-20-hydroxypregn-4-en-3-one,
701,C04042,991,(20S)-20-hydroxypregn-4-en-3-one,
702,C02714,821,N-acetylputrescinium,
703,C00224,187,5'-adenylyl sulfate(2-),
704,C00992,516,Aquacob(III)alamin,
705,C00992,516,Aquacob(III)alamin,
706,C00259,214,L-arabinose,
707,C00259,214,L-arabinose,
708,CE0102,1668,arachidate,
709,CE0102,1668,arachidate,
710,CE0102,1668,arachidate,
711,CE0102,1668,arachidate,
712,C02041,733,arachidyl coenzyme A,
713,C02041,733,arachidyl coenzyme A,
714,C02041,733,arachidyl coenzyme A,
715,C02041,733,arachidyl coenzyme A,
716,[],,arachidyl carnitine,
717,[],,arachidyl carnitine,
718,C00219,184,arachidonate,
719,C00219,184,arachidonate,
720,C00219,184,arachidonate,
721,C00219,184,arachidonate,
722,C00219,184,arachidonate,
723,C02249,761,arachidonoyl-CoA(4-),
724,C02249,761,arachidonoyl-CoA(4-),
725,C02249,761,arachidonoyl-CoA(4-),
726,C02249,761,arachidonoyl-CoA(4-),
727,[],,C20:4 carnitine,
728,[],,C20:4 carnitine,
729,[],,C20:4 carnitine,
730,[],,C20:4 carnitine,
731,C00792,461,D-argininium(1+),
732,C00062,55,L-argininium(1+),
733,C00062,55,L-argininium(1+),
734,C00062,55,L-argininium(1+),
735,C00062,55,L-argininium(1+),
736,C03406,903,N(omega)-(L-Arginino)succinate,
737,C00072,64,L-ascorbate,
738,C00072,64,L-ascorbate,
739,C00152,136,L-asparagine,
740,C00152,136,L-asparagine,
741,C00152,136,L-asparagine,
742,C00152,136,L-asparagine,
743,[],,protein-linked asparagine residue (N-glycosylation site),
744,[],,protein-linked asparagine residue (N-glycosylation site),
745,C00402,298,D-aspartate(1-),
746,C00402,298,D-aspartate(1-),
747,C00402,298,D-aspartate(1-),
748,C00049,45,L-aspartate(1-),
749,C00049,45,L-aspartate(1-),
750,C00049,45,L-aspartate(1-),
751,C00049,45,L-aspartate(1-),
752,C00002,2,ATP,
753,C00002,2,ATP,
754,C00002,2,ATP,
755,C00002,2,ATP,
756,C00002,2,ATP,
757,C00002,2,ATP,
758,C00002,2,ATP,
759,C00002,2,ATP,
760,C02477,791,(+)-alpha-tocopherol,
761,C02477,791,(+)-alpha-tocopherol,
762,C02477,791,(+)-alpha-tocopherol,
763,C14153,1576,alpha-tocotrienol,
764,C14153,1576,alpha-tocotrienol,
765,C14153,1576,alpha-tocotrienol,
766,C00877,483,crotonoyl-CoA(4-),
767,C00877,483,crotonoyl-CoA(4-),
768,C05665,1300,beta-Aminopropion aldehyde,
769,C05665,1300,beta-Aminopropion aldehyde,
770,C05839,1356,cis-beta-D-Glucosyl-2-hydroxycinnamate,
771,C00576,381,betaine aldehyde,
772,C00576,381,betaine aldehyde,
773,[],,beta-glucans,
774,C01586,655,N-benzoylglycinate,
775,C01089,544,(R)-3-hydroxybutyrate,
776,C01089,544,(R)-3-hydroxybutyrate,
777,C01089,544,(R)-3-hydroxybutyrate,
778,C05787,1347,bis(beta-glucosyluronate)bilirubin,
779,C05787,1347,bis(beta-glucosyluronate)bilirubin,
780,C05787,1347,bis(beta-glucosyluronate)bilirubin,
781,C03374,899,mono(glucosyluronic acid)bilirubin(2-),
782,C03374,899,mono(glucosyluronic acid)bilirubin(2-),
783,C03374,899,mono(glucosyluronic acid)bilirubin(2-),
784,C00486,338,bilirubin(2-),
785,C00486,338,bilirubin(2-),
786,C00486,338,bilirubin(2-),
787,C00500,345,biliverdin(2-),
788,C05552,1263,Biocytin,
789,C05552,1263,Biocytin,
790,C05552,1263,Biocytin,
791,C05552,1263,Biocytin,
792,C05921,1376,Biotinyl-5'-AMP,
793,C05921,1376,Biotinyl-5'-AMP,
794,C00136,122,Butanoyl-CoA,
795,C00136,122,Butanoyl-CoA,
796,C00136,122,Butanoyl-CoA,
797,C00120,106,Biotin,
798,C00120,106,Biotin,
799,C00120,106,Biotin,
800,C00120,106,Biotin,
801,C00246,203,butyrate,
802,C00246,203,butyrate,
803,C00246,203,butyrate,
804,C14152,,beta-tocopherol,
805,C14152,,beta-tocopherol,
806,C00180,158,benzoate,
807,C00180,158,benzoate,
808,C00180,158,benzoate,
809,C01041,533,monodehydroascorbate(1-),
810,C01241,605,Phosphatidyl-N-methylethanolamine,
811,C01241,605,Phosphatidyl-N-methylethanolamine,
812,C01241,605,Phosphatidyl-N-methylethanolamine,
813,C01264,615,1-alkyl-2-acetyl-sn-glycerol 3-phosphate(2-),
814,C01290,621,"beta-D-Galactosyl-1,4-beta-D-glucosylceramide",
815,C01290,621,"beta-D-Galactosyl-1,4-beta-D-glucosylceramide",
816,C01507,649,L-Iditol,
817,C01601,658,nonanoate,
818,C01747,697,psychosine(1+),
819,C01747,697,psychosine(1+),
820,C01747,697,psychosine(1+),
821,C01836,712,Neurotensin,
822,C01836,712,Neurotensin,
823,C02147,747,dihydrolipoate,
824,C02356,773,(S)-2-Aminobutanoate,
825,C02442,783,N-methyltyraminium,
826,C02469,788,Uroporphyrin III,
827,C02470,789,Xanthurenic acid,
828,C02470,789,Xanthurenic acid,
829,C02470,789,Xanthurenic acid,
830,C02528,795,chenodeoxycholate,
831,C02528,795,chenodeoxycholate,
832,C02528,795,chenodeoxycholate,
833,C02528,795,chenodeoxycholate,
834,C02528,795,chenodeoxycholate,
835,C02592,806,Taurolithocholate,
836,C02712,820,N-Acetylmethionine,
837,C02712,820,N-Acetylmethionine,
838,C02744,828,Psychosine sulfate,
839,C02744,828,Psychosine sulfate,
840,C03372,897,1-acylglycerone 3-phosphate(2-),
841,C03405,902,Lactosylceramide sulfate,
842,C03405,902,Lactosylceramide sulfate,
843,C03413,905,"N(1),N(12)-diacetylsperminium(2+)",
844,C03413,905,"N(1),N(12)-diacetylsperminium(2+)",
845,C03577,931,20-hydroxy-leukotriene E4(1-),
846,C03681,940,"5alpha-Pregnane-3,20-dione",
847,C03693,944,"D-Mannose 1,6-bisphosphate",
848,C03820,967,1-Alkyl-2-acetyl-sn-glycerol,
849,C03958,985,Thyrotropin releasing hormone,
850,C03968,986,1-alkyl-sn-glycerol 3-phosphate(1-),
851,C03990,988,lithocholate,
852,C03990,988,lithocholate,
853,C04295,1020,"Androst-5-ene-3beta,17beta-diol",
854,C04295,1020,"Androst-5-ene-3beta,17beta-diol",
855,C04295,1020,"Androst-5-ene-3beta,17beta-diol",
856,C04308,1021,Phosphatidyl-N-dimethylethanolamine,
857,C04308,1021,Phosphatidyl-N-dimethylethanolamine,
858,C04308,1021,Phosphatidyl-N-dimethylethanolamine,
859,C04483,1040,deoxycholate,
860,C04483,1040,deoxycholate,
861,C04685,1070,prostaglandin A1(1-),
862,C04685,1070,prostaglandin A1(1-),
863,C04717,1076,13(S)-HPODE(1-),
864,C04805,1097,5(S)-HETE,
865,C04805,1097,5(S)-HETE,
866,C04805,1097,5(S)-HETE,
867,C04805,1097,5(S)-HETE,
868,C04805,1097,5(S)-HETE,
869,C04843,1104,"(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate",
870,C04843,1104,"(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate",
871,C04843,1104,"(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate",
872,C04849,1106,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",
873,C04849,1106,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",
874,C04849,1106,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",
875,C04849,1106,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",
876,C04849,1106,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",
877,C04849,1106,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",
878,C04853,1107,20-hydroxy-leukotriene B4(1-),
879,C04853,1107,20-hydroxy-leukotriene B4(1-),
880,C04853,1107,20-hydroxy-leukotriene B4(1-),
881,C05109,1127,"24,25-Dihydrolanosterol",
882,C05279,1170,"trans,cis-Lauro-2,6-dienoyl-CoA",
883,C05279,1170,"trans,cis-Lauro-2,6-dienoyl-CoA",
884,C05280,1171,"cis,cis-3,6-Dodecadienoyl-CoA",
885,C05280,1171,"cis,cis-3,6-Dodecadienoyl-CoA",
886,C05284,1172,"11beta-Hydroxyandrost-4-ene-3,17-dione",
887,C05284,1172,"11beta-Hydroxyandrost-4-ene-3,17-dione",
888,C05284,1172,"11beta-Hydroxyandrost-4-ene-3,17-dione",
889,C05298,1175,2-Hydroxyestrone,
890,C05298,1175,2-Hydroxyestrone,
891,C05298,1175,2-Hydroxyestrone,
892,C05299,1176,2-Methoxyestrone,
893,C05299,1176,2-Methoxyestrone,
894,C05300,1177,16alpha-Hydroxyestrone,
895,C05300,1177,16alpha-Hydroxyestrone,
896,C05301,1178,2-Hydroxyestradiol-17beta,
897,C05301,1178,2-Hydroxyestradiol-17beta,
898,C05302,1179,2-Methoxyestradiol-17beta,
899,C05463,1221,taurodeoxycholate,
900,C05463,1221,taurodeoxycholate,
901,C05708,1315,Selenomethionine se-oxide,
902,C05708,1315,Selenomethionine se-oxide,
903,C05767,1343,Uroporphyrin I,
904,C05769,1345,Coproporphyrin I,
905,C05770,1346,Coproporphyrin III,
906,C05953,1391,Prostaglandin A2,
907,C05953,1391,Prostaglandin A2,
908,C05957,1395,Prostaglandin J2,
909,C05957,1395,Prostaglandin J2,
910,C05957,1395,Prostaglandin J2,
911,C05965,1399,12(S)-HPETE(1-),
912,C05965,1399,12(S)-HPETE(1-),
913,C05965,1399,12(S)-HPETE(1-),
914,C05965,1399,12(S)-HPETE(1-),
915,C06199,1449,Hordenine,
916,C06199,1449,Hordenine,
917,C06199,1449,Hordenine,
918,C06314,1460,Lipoxin A4,
919,C06314,1460,Lipoxin A4,
920,C06314,1460,Lipoxin A4,
921,C06315,1461,Lipoxin B4,
922,C06315,1461,Lipoxin B4,
923,C06315,1461,Lipoxin B4,
924,C06315,1461,Lipoxin B4,
925,C06350,1463,"(R,S)-Norlaudanosoline",
926,C06439,1470,Prostaglandin E3,
927,C06453,1471,Methylcobalamin,
928,C06948,1487,Diazepam,
929,C06948,1487,Diazepam,
930,C07296,1495,"4,8,12-trimethyltridecanoyl-CoA(4-)",
931,C07297,1496,3-oxopristanoyl-CoA(4-),
932,C07486,1500,Nordazepam,
933,C07486,1500,Nordazepam,
934,C07535,1502,Benzpyrene,
935,C07535,1502,Benzpyrene,
936,C08261,1503,Azelaic acid,
937,C08276,1504,3-(methylthio)propionate,
938,C08281,1505,behenate,
939,C08281,1505,behenate,
940,C08281,1505,behenate,
941,C09209,1507,Harman,
942,C09640,1509,(-)-Salsoline,
943,C09642,1510,(-)-Salsolinol,
944,C10164,1515,Picolinic acid,
945,[],,decenoylcoa,
946,[],,decenoyl carnitine,
947,[],,decenoyl carnitine,
948,C03299,,decanoyl carnitine,
949,C03299,,decanoyl carnitine,
950,[],,sebacoyl carnitine,
951,[],,sebacoyl carnitine,
952,[],,sebacoyl carnitine,
953,C11304,1529,S-(PGA1)-glutathione,
954,C11304,1529,S-(PGA1)-glutathione,
955,C11304,1529,S-(PGA1)-glutathione,
956,C11695,1550,Anandamide,
957,C11821,1553,5-Hydroxyisourate,
958,[],,dodecanedioyl carnitine,
959,[],,dodecanedioyl carnitine,
960,[],,dodecanedioyl carnitine,
961,[],,dodecanedioylcoa,
962,[],,dodecanedioylcoa,
963,C13856,1571,2-Arachidonoylglycerol,
964,C13856,1571,2-Arachidonoylglycerol,
965,C13856,1571,2-Arachidonoylglycerol,
966,C14768,1583,"5,6-EET",
967,C14768,1583,"5,6-EET",
968,C14769,1584,"8,9-EET",
969,C14769,1584,"8,9-EET",
970,C14770,1585,"11,12-EET",
971,C14770,1585,"11,12-EET",
972,C14771,1586,"14,15-EET",
973,C14771,1586,"14,15-EET",
974,C14825,1621,9(10)-EpOME,
975,C14825,1621,9(10)-EpOME,
976,C14826,1622,12(13)-EpOME,
977,C14826,1622,12(13)-EpOME,
978,C14849,1635,"Benzo[a]pyrene-9,10-oxide",
979,C14849,1635,"Benzo[a]pyrene-9,10-oxide",
980,C14849,1635,"Benzo[a]pyrene-9,10-oxide",
981,C14851,1637,"Benzo[a]pyrene-4,5-oxide",
982,C14851,1637,"Benzo[a]pyrene-4,5-oxide",
983,C14851,1637,"Benzo[a]pyrene-4,5-oxide",
984,[],,tetradecanedioylcoa,
985,[],,Hexadecanedioic acid mono-L-carnitine ester,
986,[],,Hexadecanedioic acid mono-L-carnitine ester,
987,C16169,,cervonyl coenzyme A,
988,C16169,,cervonyl coenzyme A,
989,C16169,,cervonyl coenzyme A,
990,[],,cervonyl carnitine,
991,[],,cervonyl carnitine,
992,C11946,1558,"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",
993,C11946,1558,"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",
994,[],,malonyl carnitine,
995,[],,malonyl carnitine,
996,C02862,,butyryl carnitine,
997,C02862,,butyryl carnitine,
998,C02862,,butyryl carnitine,
999,C02862,,butyryl carnitine,
1000,[],,succinyl carnitine,
1001,[],,succinyl carnitine,
1002,[],,succinyl carnitine,
1003,[],,tiglyl carnitine,
1004,[],,tiglyl carnitine,
1005,[],,glutaryl carnitine,
1006,[],,glutaryl carnitine,
1007,[],,hexanoyl carnitine,
1008,[],,hexanoyl carnitine,
1009,[],,hexanoyl carnitine,
1010,[],,adipoyl carnitine,
1011,[],,adipoyl carnitine,
1012,[],,adipoyl carnitine,
1013,C05276,1169,octenoylcoa,
1014,[],,octenoyl carnitine,
1015,[],,octenoyl carnitine,
1016,C02838,836,octanoyl carnitine,
1017,C02838,836,octanoyl carnitine,
1018,[],,suberyl carnitine,
1019,[],,suberyl carnitine,
1020,[],,suberyl carnitine,
1021,C00076,68,calcium(2+),
1022,C00076,68,calcium(2+),
1023,C02642,811,N-carbamoyl-beta-alaninate,
1024,C00575,380,"3',5'-cyclic AMP(1-)",
1025,C00575,380,"3',5'-cyclic AMP(1-)",
1026,C00575,380,"3',5'-cyclic AMP(1-)",
1027,C00386,291,carnosine,
1028,C00386,291,carnosine,
1029,C00386,291,carnosine,
1030,C02094,740,beta-carotene,
1031,C02094,740,beta-carotene,
1032,C00964,510,(-)-trans-carveol,
1033,C00964,510,(-)-trans-carveol,
1034,C00438,316,N-Carbamoyl-L-aspartate,
1035,C00438,316,N-Carbamoyl-L-aspartate,
1036,C00853,478,Cob(I)alamin,
1037,C00541,368,Cob(II)alamin,
1038,C00541,368,Cob(II)alamin,
1039,C00169,151,Carbamoyl phosphate,
1040,C00169,151,Carbamoyl phosphate,
1041,C00169,151,Carbamoyl phosphate,
1042,[],,Calcitroic acid (D3),
1043,[],,Calcitroic acid (D3),
1044,[],,Calcitroic acid (D3),
1045,C00112,100,CDP,
1046,C00112,100,CDP,
1047,C00112,100,CDP,
1048,C00112,100,CDP,
1049,C00307,241,CDPcholine,
1050,C00307,241,CDPcholine,
1051,[],,CDP-diacylglycerol(2-),
1052,[],,CDP-diacylglycerol(2-),
1053,C00570,378,CDP-ethanolamine(1-),
1054,C00570,378,CDP-ethanolamine(1-),
1055,C00570,378,CDP-ethanolamine(1-),
1056,C00570,378,CDP-ethanolamine(1-),
1057,C00570,378,CDP-ethanolamine(1-),
1058,C00570,378,CDP-ethanolamine(1-),
1059,CE0074,1666,alloxan,
1060,CE0074,1666,alloxan,
1061,CE0074,1666,alloxan,
1062,CE0233,1672,"5beta-cholestane-3alpha,7alpha,27-triol",
1063,CE0233,1672,"5beta-cholestane-3alpha,7alpha,27-triol",
1064,CE0328,1673,docosahexaenoate,
1065,CE0347,1674,12-hydroxyeicosatetraenoate,
1066,CE0347,1674,12-hydroxyeicosatetraenoate,
1067,CE0347,1674,12-hydroxyeicosatetraenoate,
1068,CE0469,1675,gama-L-glutamyl-L-alanine,
1069,CE0692,1678,3-oxolaur-cis-5-enoyl-CoA,
1070,CE0692,1678,3-oxolaur-cis-5-enoyl-CoA,
1071,CE0692,1678,3-oxolaur-cis-5-enoyl-CoA,
1072,CE0693,1679,3-oxolaur-6-cis-enoyl-CoA,
1073,CE0693,1679,3-oxolaur-6-cis-enoyl-CoA,
1074,CE0693,1679,3-oxolaur-6-cis-enoyl-CoA,
1075,CE0695,1680,cis-laur-5-enoyl-CoA,
1076,CE0695,1680,cis-laur-5-enoyl-CoA,
1077,CE0713,1681,3-oxolinoleoyl-CoA,
1078,CE0713,1681,3-oxolinoleoyl-CoA,
1079,CE0713,1681,3-oxolinoleoyl-CoA,
1080,CE0737,1682,malonic dialdehyde,
1081,CE0782,1683,3-oxomyrist-7-enoyl-CoA,
1082,CE0782,1683,3-oxomyrist-7-enoyl-CoA,
1083,CE0782,1683,3-oxomyrist-7-enoyl-CoA,
1084,CE0784,1684,cis-myrist-7-enoyl-CoA,
1085,CE0784,1684,cis-myrist-7-enoyl-CoA,
1086,CE0785,1685,"cis,cis-myristo-5,8-dienoyl-CoA",
1087,CE0785,1685,"cis,cis-myristo-5,8-dienoyl-CoA",
1088,CE0849,1687,"cis,cis-palmito-7,10-dienoyl-CoA",
1089,CE0849,1687,"cis,cis-palmito-7,10-dienoyl-CoA",
1090,CE0852,1689,palmitoleyl-CoA(4-),
1091,CE0853,1690,3-oxopalmitoleoyl-CoA,
1092,CE0853,1690,3-oxopalmitoleoyl-CoA,
1093,CE0853,1690,3-oxopalmitoleoyl-CoA,
1094,CE0932,1692,pristanate,
1095,CE0955,1693,6-oxo-prostaglandin F1alpha,
1096,CE1059,1694,"N1,N8-diacetylspermidine",
1097,CE1102,1695,cis-(3S)-hydroxytetradec-7-enoyl-CoA,
1098,CE1102,1695,cis-(3S)-hydroxytetradec-7-enoyl-CoA,
1099,CE1102,1695,cis-(3S)-hydroxytetradec-7-enoyl-CoA,
1100,CE1162,1696,vitamin A2,
1101,CE1243,1699,12S-HHT,
1102,CE1261,1700,5-S-cysteinyldopa,
1103,CE1262,1701,5-(S-L-cysteinyl)-dopaquinone,
1104,CE1264,1702,benzothiazine,
1105,CE1272,1703,"5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol",
1106,CE1272,1703,"5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol",
1107,CE1273,1704,"5beta-cholestane-3alpha,7alpha,12alpha,24S,25-pentol",
1108,CE1273,1704,"5beta-cholestane-3alpha,7alpha,12alpha,24S,25-pentol",
1109,CE1274,1705,"3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one",
1110,CE1274,1705,"3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one",
1111,CE1277,1706,"5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol",
1112,CE1277,1706,"5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol",
1113,CE1278,1707,"5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol",
1114,CE1278,1707,"5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol",
1115,CE1279,1708,"5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol",
1116,CE1279,1708,"5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol",
1117,CE1292,1709,3beta-hydroxy-5-cholestene-27-oate,
1118,CE1292,1709,3beta-hydroxy-5-cholestene-27-oate,
1119,CE1293,1710,27alpha-hydroxy-7-dehydrocholesterol,
1120,CE1294,1711,27alpha-hydroxy-8-dehydrocholesterol,
1121,CE1294,1711,27alpha-hydroxy-8-dehydrocholesterol,
1122,CE1297,1712,8-dehydrocholesterol,
1123,CE1297,1712,8-dehydrocholesterol,
1124,CE1298,1713,3beta-hydroxy-5-cholestenal,
1125,CE1298,1713,3beta-hydroxy-5-cholestenal,
1126,CE1310,1714,N-acetyl-L-cysteine,
1127,CE1352,1721,17alpha-hydroxypregnenolone sulfate,
1128,CE1352,1721,17alpha-hydroxypregnenolone sulfate,
1129,CE1352,1721,17alpha-hydroxypregnenolone sulfate,
1130,CE1352,1721,17alpha-hydroxypregnenolone sulfate,
1131,CE1401,1727,homocysteine thiolactone,
1132,CE1447,1728,11-dehydrothromboxane B2,
1133,CE1554,1730,N-acetyl-L-alanine,
1134,CE1554,1730,N-acetyl-L-alanine,
1135,CE1556,1731,N-acetyl-L-asparagine,
1136,CE1556,1731,N-acetyl-L-asparagine,
1137,CE1562,1732,"5,6-indolequinone-2-carboxylate",
1138,CE1589,1733,deoxycholoyl-CoA,
1139,CE1589,1733,deoxycholoyl-CoA,
1140,CE1589,1733,deoxycholoyl-CoA,
1141,CE1617,1734,9-cis-retinoate,
1142,CE1617,1734,9-cis-retinoate,
1143,CE1661,1735,gama-L-glutamyl-L-alpha-aminobutyrate,
1144,CE1665,1736,gama-glutamylglutathione,
1145,CE1761,1739,4-hydroxyvitamin A1,
